#term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0036094	Small molecule binding	44	2507	0.26	0.4	0.0038	9606.ENSP00000216181,9606.ENSP00000225655,9606.ENSP00000229795,9606.ENSP00000241453,9606.ENSP00000254066,9606.ENSP00000263025,9606.ENSP00000264380,9606.ENSP00000264972,9606.ENSP00000266970,9606.ENSP00000282397,9606.ENSP00000289104,9606.ENSP00000290277,9606.ENSP00000290921,9606.ENSP00000298316,9606.ENSP00000300738,9606.ENSP00000303507,9606.ENSP00000306124,9606.ENSP00000308413,9606.ENSP00000309591,9606.ENSP00000314067,9606.ENSP00000317272,9606.ENSP00000329127,9606.ENSP00000339916,9606.ENSP00000348461,9606.ENSP00000351905,9606.ENSP00000357883,9606.ENSP00000358723,9606.ENSP00000365012,9606.ENSP00000365757,9606.ENSP00000371897,9606.ENSP00000379616,9606.ENSP00000382697,9606.ENSP00000400175,9606.ENSP00000410294,9606.ENSP00000420269,9606.ENSP00000428924,9606.ENSP00000438689,9606.ENSP00000458162,9606.ENSP00000466363,9606.ENSP00000493594,9606.ENSP00000495750,9606.ENSP00000497587,9606.ENSP00000497733,9606.ENSP00000500582	MYH9,PFN1,MAPK14,FLT3,RARA,MAPK3,PIKFYVE,ZAP70,CDK2,FLT1,MRAS,ARAF,CTBP1,ARF6,RRM1,BCR,PRKCE,RPS6KB2,PRKACA,PAK2,MET,PRKCH,LIMK2,RAC1,TGFBR2,PIP5K1A,RAP1A,HCK,PIP4K2A,ARHGAP5,MYH11,ROCK1,RHOA,FGFR2,ADH7,LYN,ACADVL,ACTG1,PIP5K1C,MYH14,GSS,NDUFV1,CDC42,AKT3
GO:0008134	Transcription factor binding	17	587	0.48	0.47	0.0048	9606.ENSP00000229795,9606.ENSP00000241453,9606.ENSP00000254066,9606.ENSP00000262367,9606.ENSP00000290921,9606.ENSP00000336790,9606.ENSP00000338157,9606.ENSP00000339527,9606.ENSP00000342136,9606.ENSP00000358866,9606.ENSP00000362649,9606.ENSP00000365042,9606.ENSP00000366182,9606.ENSP00000384273,9606.ENSP00000387699,9606.ENSP00000402257,9606.ENSP00000495556	MAPK14,FLT3,RARA,CREBBP,CTBP1,ATF4,ZBTB16,FOXO3,CREB3,FLNA,HDAC1,CSNK2B,ELK1,RELA,CREB1,RUNX1T1,TBL1X
GO:0043167	Ion binding	83	6033	0.16	0.35	0.0061	9606.ENSP00000216181,9606.ENSP00000225655,9606.ENSP00000229795,9606.ENSP00000241453,9606.ENSP00000243501,9606.ENSP00000254066,9606.ENSP00000258424,9606.ENSP00000262367,9606.ENSP00000263025,9606.ENSP00000263464,9606.ENSP00000264033,9606.ENSP00000264380,9606.ENSP00000264972,9606.ENSP00000266970,9606.ENSP00000268182,9606.ENSP00000282397,9606.ENSP00000286201,9606.ENSP00000289104,9606.ENSP00000290277,9606.ENSP00000295006,9606.ENSP00000296585,9606.ENSP00000297029,9606.ENSP00000298316,9606.ENSP00000299335,9606.ENSP00000300738,9606.ENSP00000303507,9606.ENSP00000306124,9606.ENSP00000306397,9606.ENSP00000308413,9606.ENSP00000309591,9606.ENSP00000314067,9606.ENSP00000317272,9606.ENSP00000317780,9606.ENSP00000326031,9606.ENSP00000327290,9606.ENSP00000329127,9606.ENSP00000338157,9606.ENSP00000339916,9606.ENSP00000348461,9606.ENSP00000351905,9606.ENSP00000352798,9606.ENSP00000354357,9606.ENSP00000354952,9606.ENSP00000355751,9606.ENSP00000357883,9606.ENSP00000358723,9606.ENSP00000359073,9606.ENSP00000362649,9606.ENSP00000363817,9606.ENSP00000364163,9606.ENSP00000364699,9606.ENSP00000365012,9606.ENSP00000365042,9606.ENSP00000365757,9606.ENSP00000371897,9606.ENSP00000379350,9606.ENSP00000379616,9606.ENSP00000382697,9606.ENSP00000384273,9606.ENSP00000385886,9606.ENSP00000393847,9606.ENSP00000396045,9606.ENSP00000400175,9606.ENSP00000402257,9606.ENSP00000410294,9606.ENSP00000418447,9606.ENSP00000420269,9606.ENSP00000428924,9606.ENSP00000429900,9606.ENSP00000438689,9606.ENSP00000458162,9606.ENSP00000458770,9606.ENSP00000463559,9606.ENSP00000466363,9606.ENSP00000472929,9606.ENSP00000482639,9606.ENSP00000483825,9606.ENSP00000492363,9606.ENSP00000493594,9606.ENSP00000495750,9606.ENSP00000497587,9606.ENSP00000497733,9606.ENSP00000500582	MYH9,PFN1,MAPK14,FLT3,PLA2G12A,RARA,COX5B,CREBBP,MAPK3,BIRC3,CBL,PIKFYVE,ZAP70,CDK2,IQGAP1,FLT1,FZD7,MRAS,ARAF,CAPN2,ITGA2,SCIN,ARF6,COX11,RRM1,BCR,PRKCE,UQCRFS1,RPS6KB2,PRKACA,PAK2,MET,COX5A,PPP1CA,ITGA11,PRKCH,ZBTB16,LIMK2,RAC1,TGFBR2,COL18A1,GSTM3,GAB2,THBS2,PIP5K1A,RAP1A,VAV3,HDAC1,RXRB,NOTCH4,SDHD,HCK,CSNK2B,PIP4K2A,ARHGAP5,ITGB1,MYH11,ROCK1,RELA,RASGRP3,PLA2G10,PLA2G4B,RHOA,RUNX1T1,FGFR2,PPP2CA,ADH7,LYN,ASAP1,ACADVL,ACTG1,NDUFAB1,MYL12B,PIP5K1C,VAV1,MGST2,IKBKG,PRICKLE2,MYH14,GSS,NDUFV1,CDC42,AKT3
GO:0004713	Protein tyrosine kinase activity	8	146	0.76	0.5	0.0079	9606.ENSP00000241453,9606.ENSP00000264972,9606.ENSP00000282397,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000365012,9606.ENSP00000410294,9606.ENSP00000428924	FLT3,ZAP70,FLT1,BCR,MET,HCK,FGFR2,LYN
GO:0008047	Enzyme activator activity	16	560	0.47	0.43	0.0087	9606.ENSP00000261461,9606.ENSP00000268182,9606.ENSP00000287842,9606.ENSP00000303507,9606.ENSP00000306124,9606.ENSP00000314067,9606.ENSP00000337261,9606.ENSP00000346839,9606.ENSP00000357177,9606.ENSP00000359073,9606.ENSP00000371897,9606.ENSP00000375821,9606.ENSP00000379092,9606.ENSP00000385886,9606.ENSP00000429900,9606.ENSP00000482639	PPP2R5A,IQGAP1,NRG1,BCR,PRKCE,PAK2,ARHGEF1,FN1,ARHGEF11,VAV3,ARHGAP5,PPP1R12B,BTC,RASGRP3,ASAP1,MGST2
GO:0031625	Ubiquitin protein ligase binding	11	299	0.58	0.42	0.0129	9606.ENSP00000257430,9606.ENSP00000262320,9606.ENSP00000300574,9606.ENSP00000309591,9606.ENSP00000329757,9606.ENSP00000351605,9606.ENSP00000363826,9606.ENSP00000384273,9606.ENSP00000428924,9606.ENSP00000458162,9606.ENSP00000483825	APC,AXIN1,CRK,PRKACA,ATP6V0C,FZD6,FZD8,RELA,LYN,ACTG1,IKBKG
GO:0043295	Glutathione binding	3	10	1.5	0.5	0.0148	9606.ENSP00000354357,9606.ENSP00000482639,9606.ENSP00000495750	GSTM3,MGST2,GSS
GO:0140096	Catalytic activity, acting on a protein	39	2279	0.25	0.33	0.0169	9606.ENSP00000229795,9606.ENSP00000241453,9606.ENSP00000261461,9606.ENSP00000262367,9606.ENSP00000263025,9606.ENSP00000263464,9606.ENSP00000264033,9606.ENSP00000264380,9606.ENSP00000264972,9606.ENSP00000266970,9606.ENSP00000282397,9606.ENSP00000290277,9606.ENSP00000295006,9606.ENSP00000303507,9606.ENSP00000306124,9606.ENSP00000308413,9606.ENSP00000309591,9606.ENSP00000311318,9606.ENSP00000314067,9606.ENSP00000317272,9606.ENSP00000326031,9606.ENSP00000329127,9606.ENSP00000339916,9606.ENSP00000346437,9606.ENSP00000351905,9606.ENSP00000360688,9606.ENSP00000361306,9606.ENSP00000362649,9606.ENSP00000365012,9606.ENSP00000365042,9606.ENSP00000382697,9606.ENSP00000410294,9606.ENSP00000411355,9606.ENSP00000418447,9606.ENSP00000428924,9606.ENSP00000452786,9606.ENSP00000489597,9606.ENSP00000497733,9606.ENSP00000500582	MAPK14,FLT3,PPP2R5A,CREBBP,MAPK3,BIRC3,CBL,PIKFYVE,ZAP70,CDK2,FLT1,ARAF,CAPN2,BCR,PRKCE,RPS6KB2,PRKACA,ATG4D,PAK2,MET,PPP1CA,PRKCH,LIMK2,ATG7,TGFBR2,TXNDC12,ATG4A,HDAC1,HCK,CSNK2B,ROCK1,FGFR2,PTPRC,PPP2CA,LYN,ITGB3,PTPN11,CDC42,AKT3
GO:0017147	Wnt-protein binding	4	30	1.14	0.46	0.0181	9606.ENSP00000286201,9606.ENSP00000286574,9606.ENSP00000351605,9606.ENSP00000363826	FZD7,WIF1,FZD6,FZD8
GO:0031996	Thioesterase binding	3	11	1.45	0.48	0.0181	9606.ENSP00000298316,9606.ENSP00000348461,9606.ENSP00000497733	ARF6,RAC1,CDC42
GO:0042277	Peptide binding	11	314	0.56	0.39	0.0181	9606.ENSP00000216629,9606.ENSP00000296585,9606.ENSP00000308413,9606.ENSP00000351497,9606.ENSP00000354357,9606.ENSP00000379873,9606.ENSP00000384273,9606.ENSP00000385519,9606.ENSP00000428056,9606.ENSP00000482639,9606.ENSP00000495750	BDKRB1,ITGA2,RPS6KB2,FCGR2B,GSTM3,HLA-A,RELA,CD14,PIK3R1,MGST2,GSS
GO:0051015	Actin filament binding	9	213	0.64	0.41	0.0181	9606.ENSP00000216181,9606.ENSP00000268182,9606.ENSP00000297029,9606.ENSP00000298159,9606.ENSP00000358866,9606.ENSP00000379616,9606.ENSP00000432660,9606.ENSP00000478061,9606.ENSP00000493594	MYH9,IQGAP1,SCIN,CFL2,FLNA,MYH11,CFL1,MARCKS,MYH14
GO:0140297	DNA-binding transcription factor binding	14	484	0.48	0.38	0.0183	9606.ENSP00000229795,9606.ENSP00000241453,9606.ENSP00000262367,9606.ENSP00000290921,9606.ENSP00000336790,9606.ENSP00000342136,9606.ENSP00000358866,9606.ENSP00000362649,9606.ENSP00000365042,9606.ENSP00000366182,9606.ENSP00000384273,9606.ENSP00000387699,9606.ENSP00000402257,9606.ENSP00000495556	MAPK14,FLT3,CREBBP,CTBP1,ATF4,CREB3,FLNA,HDAC1,CSNK2B,ELK1,RELA,CREB1,RUNX1T1,TBL1X
GO:0046875	Ephrin receptor binding	4	31	1.13	0.45	0.0193	9606.ENSP00000264033,9606.ENSP00000300574,9606.ENSP00000417273,9606.ENSP00000428924	CBL,CRK,NCK1,LYN
GO:1901681	Sulfur compound binding	10	272	0.58	0.38	0.0221	9606.ENSP00000267843,9606.ENSP00000296585,9606.ENSP00000346839,9606.ENSP00000354357,9606.ENSP00000355751,9606.ENSP00000410294,9606.ENSP00000411355,9606.ENSP00000438689,9606.ENSP00000482639,9606.ENSP00000495750	FGF7,ITGA2,FN1,GSTM3,THBS2,FGFR2,PTPRC,ACADVL,MGST2,GSS
GO:0031267	Small GTPase binding	10	273	0.58	0.38	0.0224	9606.ENSP00000225655,9606.ENSP00000268182,9606.ENSP00000314067,9606.ENSP00000321348,9606.ENSP00000329127,9606.ENSP00000358723,9606.ENSP00000358866,9606.ENSP00000382697,9606.ENSP00000385886,9606.ENSP00000479719	PFN1,IQGAP1,PAK2,DIAPH2,PRKCH,RAP1A,FLNA,ROCK1,RASGRP3,CYFIP2
GO:0070851	Growth factor receptor binding	7	135	0.73	0.4	0.0240	9606.ENSP00000267843,9606.ENSP00000346508,9606.ENSP00000352414,9606.ENSP00000359073,9606.ENSP00000379092,9606.ENSP00000428924,9606.ENSP00000452786	FGF7,PDGFA,FGF17,VAV3,BTC,LYN,ITGB3
GO:0005161	Platelet-derived growth factor receptor binding	3	13	1.38	0.44	0.0242	9606.ENSP00000346508,9606.ENSP00000428924,9606.ENSP00000452786	PDGFA,LYN,ITGB3
GO:0033218	Amide binding	12	391	0.5	0.35	0.0274	9606.ENSP00000216629,9606.ENSP00000296585,9606.ENSP00000308413,9606.ENSP00000351497,9606.ENSP00000354357,9606.ENSP00000379873,9606.ENSP00000384273,9606.ENSP00000385519,9606.ENSP00000428056,9606.ENSP00000438689,9606.ENSP00000482639,9606.ENSP00000495750	BDKRB1,ITGA2,RPS6KB2,FCGR2B,GSTM3,HLA-A,RELA,CD14,PIK3R1,ACADVL,MGST2,GSS
GO:0019772	Low-affinity IgG receptor activity	2	2	2.02	0.43	0.0288	9606.ENSP00000351497,9606.ENSP00000356946	FCGR2B,FCGR3A
GO:0005518	Collagen binding	5	66	0.9	0.39	0.0309	9606.ENSP00000296585,9606.ENSP00000327290,9606.ENSP00000346508,9606.ENSP00000346839,9606.ENSP00000379350	ITGA2,ITGA11,PDGFA,FN1,ITGB1
GO:0042813	Wnt receptor activity	3	15	1.32	0.4	0.0329	9606.ENSP00000286201,9606.ENSP00000351605,9606.ENSP00000363826	FZD7,FZD6,FZD8
GO:0008022	Protein C-terminus binding	8	192	0.64	0.35	0.0350	9606.ENSP00000262320,9606.ENSP00000290921,9606.ENSP00000336790,9606.ENSP00000338157,9606.ENSP00000346839,9606.ENSP00000348416,9606.ENSP00000418447,9606.ENSP00000495556	AXIN1,CTBP1,ATF4,ZBTB16,FN1,TJP1,PPP2CA,TBL1X
GO:0042802	Identical protein binding	36	2144	0.24	0.29	0.0350	9606.ENSP00000216181,9606.ENSP00000222390,9606.ENSP00000262320,9606.ENSP00000263025,9606.ENSP00000290921,9606.ENSP00000300738,9606.ENSP00000314067,9606.ENSP00000317272,9606.ENSP00000336790,9606.ENSP00000338157,9606.ENSP00000342136,9606.ENSP00000345774,9606.ENSP00000346437,9606.ENSP00000346508,9606.ENSP00000346839,9606.ENSP00000352798,9606.ENSP00000354357,9606.ENSP00000356864,9606.ENSP00000358866,9606.ENSP00000360002,9606.ENSP00000365042,9606.ENSP00000365757,9606.ENSP00000366156,9606.ENSP00000376544,9606.ENSP00000384273,9606.ENSP00000387699,9606.ENSP00000410294,9606.ENSP00000438689,9606.ENSP00000452786,9606.ENSP00000458162,9606.ENSP00000478061,9606.ENSP00000482639,9606.ENSP00000483825,9606.ENSP00000495556,9606.ENSP00000495750,9606.ENSP00000497733	MYH9,HGF,AXIN1,MAPK3,CTBP1,RRM1,PAK2,MET,ATF4,ZBTB16,CREB3,ALDH3A2,ATG7,PDGFA,FN1,COL18A1,GSTM3,MGST3,FLNA,GSTA4,CSNK2B,PIP4K2A,SRM,CD79B,RELA,CREB1,FGFR2,ACADVL,ITGB3,ACTG1,MARCKS,MGST2,IKBKG,TBL1X,GSS,CDC42
GO:0047498	Calcium-dependent phospholipase A2 activity	3	16	1.29	0.39	0.0376	9606.ENSP00000243501,9606.ENSP00000393847,9606.ENSP00000396045	PLA2G12A,PLA2G10,PLA2G4B
GO:0035497	cAMP response element binding	3	17	1.26	0.37	0.0435	9606.ENSP00000329140,9606.ENSP00000342136,9606.ENSP00000387699	CREB3L2,CREB3,CREB1
GO:0000285	1-phosphatidylinositol-3-phosphate 5-kinase activity	2	3	1.84	0.38	0.0440	9606.ENSP00000264380,9606.ENSP00000357883	PIKFYVE,PIP5K1A
GO:0004699	Calcium-independent protein kinase C activity	2	3	1.84	0.38	0.0440	9606.ENSP00000306124,9606.ENSP00000329127	PRKCE,PRKCH
GO:0035276	Ethanol binding	2	3	1.84	0.38	0.0440	9606.ENSP00000306124,9606.ENSP00000420269	PRKCE,ADH7
GO:0052810	1-phosphatidylinositol-5-kinase activity	2	3	1.84	0.38	0.0440	9606.ENSP00000264380,9606.ENSP00000357883	PIKFYVE,PIP5K1A
GO:0016740	Transferase activity	37	2268	0.23	0.27	0.0447	9606.ENSP00000229795,9606.ENSP00000241453,9606.ENSP00000262367,9606.ENSP00000263025,9606.ENSP00000263464,9606.ENSP00000264033,9606.ENSP00000264380,9606.ENSP00000264972,9606.ENSP00000266970,9606.ENSP00000282397,9606.ENSP00000290277,9606.ENSP00000303507,9606.ENSP00000306124,9606.ENSP00000308413,9606.ENSP00000309591,9606.ENSP00000314067,9606.ENSP00000317272,9606.ENSP00000325136,9606.ENSP00000329127,9606.ENSP00000339916,9606.ENSP00000351905,9606.ENSP00000354357,9606.ENSP00000356864,9606.ENSP00000357883,9606.ENSP00000360002,9606.ENSP00000365012,9606.ENSP00000365042,9606.ENSP00000365757,9606.ENSP00000366156,9606.ENSP00000382697,9606.ENSP00000410294,9606.ENSP00000428924,9606.ENSP00000466363,9606.ENSP00000482639,9606.ENSP00000483825,9606.ENSP00000497733,9606.ENSP00000500582	MAPK14,FLT3,CREBBP,MAPK3,BIRC3,CBL,PIKFYVE,ZAP70,CDK2,FLT1,ARAF,BCR,PRKCE,RPS6KB2,PRKACA,PAK2,MET,HADHB,PRKCH,LIMK2,TGFBR2,GSTM3,MGST3,PIP5K1A,GSTA4,HCK,CSNK2B,PIP4K2A,SRM,ROCK1,FGFR2,LYN,PIP5K1C,MGST2,IKBKG,CDC42,AKT3
