"Gene","logFC_GSE12852","P.Value_GSE12852","adj.P.Val_GSE12852","logFC_GSE53868","P.Value_GSE53868","adj.P.Val_GSE53868","Dir_12852","Dir_53868","Concordante"
"HIP1R",0.0986318727206076,0.67766597730618,0.976039958285367,0.120351810583334,0.185879880362221,0.428684008210119,"up","up",TRUE
"HIP2",0.328142592514354,0.245209061607872,0.974763679508199,0.0784491225000009,0.0899593761924766,0.286397402649924,"up","up",TRUE
"HIPK1",-0.0904070163513698,0.804196485425821,0.985507721510568,0.125534788333335,0.0219598167409104,0.125590912161526,"down","up",FALSE
"HIPK2",0.196843614732513,0.541921283491099,0.974763679508199,-0.0573653483333322,0.417407386721513,0.669084543776931,"up","down",FALSE
"HIPK3",0.281085541657419,0.558489710692398,0.974763679508199,0.331768954916667,0.00110089744465118,0.0260526164510292,"up","up",TRUE
"HIPK4",0.0832583407644425,0.8232760336772,0.988277732618667,-0.0494621002499999,0.417233219499442,0.668983517215375,"up","down",FALSE
"HIRA",0.398717260547456,0.189997119853396,0.974763679508199,0.0437848233333343,0.482013463823444,0.718706384563658,"up","up",TRUE
"HIRIP3",0.0800858415961628,0.755370728518706,0.980450821995181,-0.0555020579166666,0.367189481121957,0.625202014215653,"up","down",FALSE
"HIRIP5",0.228446371911621,0.363770155273588,0.974763679508199,0.0578971275000016,0.193505289909017,0.43788481305462,"up","up",TRUE
"HIST1H1A",0.262534390001613,0.389859151692491,0.974763679508199,-0.240082063916666,0.1705201005958,0.407794721483896,"up","down",FALSE
"HIST1H1B",0.26961369972424,0.294894635609229,0.974763679508199,-0.0682143276666655,0.390192382219187,0.645068246890906,"up","down",FALSE
"HIST1H1C",0.346807815357219,0.447019543110986,0.974763679508199,0.0889280033333335,0.349401296976599,0.608246798120728,"up","up",TRUE
"HIST1H1D",0.429068901424447,0.337805517934457,0.974763679508199,-0.1429477495,0.343344574889716,0.601884492579592,"up","down",FALSE
"HIST1H1E",-0.0652849502332125,0.851768911376052,0.990559769871238,0.0754699091666671,0.526356739333665,0.752148862857738,"down","up",FALSE
"HIST1H1T",0.819387119642027,0.00905895684419245,0.700198817717551,-0.0610506489166669,0.39344320142566,0.647274165018166,"up","down",FALSE
"HIST1H2AA",0.0880335252511111,0.86842657448257,0.991908372835379,0.161292424333334,0.00799391915946114,0.0712227985134914,"up","up",TRUE
"HIST1H2AB",0.351832205343469,0.259391922606694,0.974763679508199,0.0508332500000008,0.337702265038745,0.596666874867353,"up","up",TRUE
"HIST1H2AC",0.262580045887681,0.46287173772507,0.974763679508199,0.194624373666667,0.00256792055821678,0.0385647305871975,"up","up",TRUE
"HIST1H2AE",0.566053469643382,0.0924837427803948,0.963518020108213,0.0714949414166682,0.26692517803665,0.524299837660712,"up","up",TRUE
"HIST1H2AG",1.07529111061287,0.00151790319507994,0.657181039977301,0.143129325666667,0.0124182155141717,0.0909829739345306,"up","up",TRUE
"HIST1H2AH",0.778544272881833,0.0104853995430824,0.708726904902651,0.146665221666667,0.0128862786049239,0.0929439296221434,"up","up",TRUE
"HIST1H2AJ",0.12736675116145,0.634376958785449,0.974763679508199,0.0802303688333336,0.162619096527103,0.397615719805645,"up","up",TRUE
"HIST1H2AK",0.346476485216039,0.271182950761322,0.974763679508199,0.118964711666668,0.0312037707432873,0.15433994978278,"up","up",TRUE
"HIST1H2AL",0.0184507079788015,0.959829883515334,0.997464780361624,0.00386518400000123,0.950430099396849,0.97980740440859,"up","up",TRUE
"HIST1H2AM",0.0362959271002774,0.927220888755688,0.995285435937458,0.0833170833333341,0.119656424370276,0.336201804186166,"up","up",TRUE
"HIST1H2BA",0.132084880323725,0.695357881324623,0.976706202264256,-0.063945945916667,0.285217678243366,0.543892105759167,"up","down",FALSE
"HIST1H2BB",0.220043622818629,0.508859906637103,0.974763679508199,0.00611309516666672,0.870602135554951,0.943717376284706,"up","up",TRUE
"HIST1H2BD",-0.0127436868043948,0.971761467542914,0.998027060436619,-0.105314343499998,0.0236985971927675,0.131025411383216,"down","down",TRUE
"HIST1H2BE",0.26741899036985,0.301154496840359,0.974763679508199,-0.000686918583331421,0.986533525750394,0.995058130945561,"up","down",FALSE
"HIST1H2BF",-0.392781151295931,0.290497765921038,0.974763679508199,-0.0346346699999983,0.40803727686313,0.660099665053947,"down","down",TRUE
"HIST1H2BG",0.20979329143941,0.511479833638308,0.974763679508199,-0.0214353173333329,0.704598098169385,0.864663195352256,"up","down",FALSE
"HIST1H2BH",0.400109293409331,0.14071624205009,0.974763679508199,-0.0700517549999992,0.163646322979568,0.398684220450144,"up","down",FALSE
"HIST1H2BI",0.129374892384998,0.644435549866762,0.974763679508199,-0.121671124916667,0.0338589997178748,0.162355993708921,"up","down",FALSE
"HIST1H2BJ",0.100994808413428,0.811128487412649,0.986157112005997,0.11227819625,0.0107404993077037,0.0839838236766121,"up","up",TRUE
"HIST1H2BK",0.22422891398844,0.44818972393627,0.974763679508199,-0.20333452,0.00945665225616242,0.0782730684345974,"up","down",FALSE
"HIST1H2BL",0.24435438715987,0.431527960559349,0.974763679508199,-0.062891508333332,0.172512929642111,0.410609939365783,"up","down",FALSE
"HIST1H2BM",0.40528410284092,0.139293600109706,0.974763679508199,-0.104966870166666,0.0508573334565057,0.205332518861817,"up","down",FALSE
"HIST1H2BO",0.0382029127881462,0.888322344857087,0.991908372835379,-0.0708537174999991,0.130313575782265,0.352770816057375,"up","down",FALSE
"HIST1H3A",0.108021403668274,0.730941643061207,0.978316504904325,0.0300416600000007,0.48638832617468,0.721789418946027,"up","up",TRUE
"HIST1H3B",0.0545841680748688,0.889023888892749,0.991908372835379,0.137108543333334,0.0361038430667255,0.167911781435308,"up","up",TRUE
"HIST1H3C",0.153114949749012,0.60371967228421,0.974763679508199,0.1963732875,0.0150763809513661,0.101822964369818,"up","up",TRUE
"HIST1H3D",0.130348558187495,0.674618125957836,0.975992849603754,-0.0813623874999987,0.38987698240958,0.64472568306453,"up","down",FALSE
"HIST1H3E",0.572788277341886,0.138699396822628,0.974763679508199,0.0303711975000023,0.452492069154633,0.697420324320354,"up","up",TRUE
"HIST1H3F",0.204652065917886,0.478714395023027,0.974763679508199,-0.0697944259166652,0.492510357433483,0.726824119029836,"up","down",FALSE
"HIST1H3G",0.531801450965224,0.104785036280801,0.963814244254665,0.163521280833333,0.0220388422315737,0.125825889751724,"up","up",TRUE
"HIST1H3H",0.546113061241929,0.0831729183628741,0.963518020108213,-0.0210561909166664,0.777482670058008,0.901699260778323,"up","down",FALSE
"HIST1H3I",0.288664941054878,0.412977957236713,0.974763679508199,0.179554801333333,0.0346239375186502,0.16452591934233,"up","up",TRUE
"HIST1H3J",0.214676414797742,0.458878536173041,0.974763679508199,0.0404058306666667,0.492778826466662,0.72692997164136,"up","up",TRUE
"HIST1H4A",0.222911775659816,0.500932692098507,0.974763679508199,0.650957268,0.00483100028966864,0.0533435824451258,"up","up",TRUE
"HIST1H4B",0.0267881519861269,0.929102517391913,0.995285435937458,0.0227511733333341,0.703103914868674,0.863641680913133,"up","up",TRUE
"HIST1H4C",0.0666649224233043,0.814734662965918,0.9863018187991,-0.0445104066666662,0.424213291671469,0.675091185598765,"up","down",FALSE
"HIST1H4D",-0.0224503122537739,0.945450063355153,0.996337987896925,0.0167476500833346,0.794397666182232,0.909723373147617,"down","up",FALSE
"HIST1H4E",1.01420636927774,0.00500540600511048,0.657181039977301,0.0612596283333357,0.662534633427215,0.840736589473594,"up","up",TRUE
"HIST1H4F",-0.132192781768066,0.705528130032819,0.978316504904325,0.215504843666667,0.000479372447846001,0.018480224192892,"down","up",FALSE
"HIST1H4G",0.607726258015751,0.0657471436004345,0.941344251334136,-0.00873812483333319,0.843110606288066,0.930461117335563,"up","down",FALSE
"HIST1H4H",0.416887138031809,0.247722340508279,0.974763679508199,0.152768400166668,0.126362435732402,0.346839157318311,"up","up",TRUE
"HIST1H4I",0.403916523145483,0.276517357970227,0.974763679508199,0.125021836833334,0.231789693984528,0.485118460401431,"up","up",TRUE
"HIST1H4K",-0.0835282034836707,0.859516996261135,0.991748974409209,0.118311143083334,0.0543926594709748,0.214559948594913,"down","up",FALSE
"HIST1H4L",0.959924497452574,0.00674293367706231,0.700198817717551,0.0075464774999988,0.889733387689638,0.952572275616013,"up","up",TRUE
"HIST2H2AB",0.169434015919804,0.557546624867407,0.974763679508199,0.0554412300000014,0.28698655776844,0.545664320339063,"up","up",TRUE
"HIST2H2BE",0.361980139354307,0.415387215398755,0.974763679508199,-0.0408899180833327,0.429593312994494,0.679285648354116,"up","down",FALSE
"HIST3H3",0.104543791578701,0.788285414276087,0.983408385787627,0.130064737500002,0.0126238253435672,0.0919042879745361,"up","up",TRUE
"HIST4H4",0.0121757311432841,0.971187359827402,0.998027060436619,0.127752136750001,0.0583598468706262,0.223595211092983,"up","up",TRUE
"HIVEP1",0.302827775018009,0.308178204610519,0.974763679508199,0.125829757999999,0.0598426166123973,0.226768782029594,"up","up",TRUE
"HIVEP2",0.301609704019342,0.443070462163374,0.974763679508199,0.240447186250001,0.000360996095275159,0.0166299606243013,"up","up",TRUE
"HIVEP3",-0.432436384715779,0.233536466358074,0.974763679508199,0.0419596480833338,0.301216285014457,0.560926536137955,"down","up",FALSE
"HK1",-0.0103395284143118,0.974410458644379,0.998734948801434,-0.0248226489166646,0.78848043837644,0.906991862180984,"down","down",TRUE
"HK2",0.0901271705378824,0.820701978824695,0.987341337079686,-0.0284318274166673,0.776571594611203,0.90150183946879,"up","down",FALSE
"HK3",0.33126533068135,0.43901339284536,0.974763679508199,-0.0929902506666658,0.0848540918085699,0.277269395018452,"up","down",FALSE
"HKR1",0.0902215997337571,0.759926311698555,0.980890277064846,-0.15302394825,0.0579469409774339,0.222754837319167,"up","down",FALSE
"HKR2",-0.0133759096571833,0.962709473043303,0.997532159870183,-0.0774100632499991,0.190202113029299,0.433917772103257,"down","down",TRUE
"HKR3",0.0937602966708226,0.805109379440349,0.985689711641067,-0.0618580559999997,0.204566685942561,0.452344457904111,"up","down",FALSE
"HLA-B",0.047602557980317,0.909538211027637,0.993667661871804,-0.0543759783333316,0.229749815171662,0.482774481437336,"up","down",FALSE
"HLA-DMA",0.270068358148466,0.37853053670579,0.974763679508199,-0.140885403333332,0.0810079711181786,0.270304948301551,"up","down",FALSE
"HLA-DMB",0.281474008633035,0.378763618703354,0.974763679508199,-0.170788612833334,0.0818700644170634,0.271949285745845,"up","down",FALSE
"HLA-DOA",-0.0474656249922932,0.881813848210406,0.991908372835379,-0.203749394166665,0.0120287899236222,0.089544456278579,"down","down",TRUE
"HLA-DOB",-0.105600941613889,0.764477534182915,0.981150946376982,-0.0553744769166659,0.204614883932761,0.45238321286173,"down","down",TRUE
"HLA-DPA1",0.291290707626584,0.380903054536425,0.974763679508199,-0.217995025833332,0.0111905559531922,0.0858126738839061,"up","down",FALSE
"HLA-DQA1",0.570223636210946,0.0995498115717565,0.963518020108213,-0.182851581416666,0.0614067872297068,0.230198655393987,"up","down",FALSE
"HLA-DQA2",0.525521334831306,0.125468022275031,0.974763679508199,-0.228344441999999,0.0497906801788159,0.202977698047254,"up","down",FALSE
"HLA-DQB1",0.209086270078408,0.543232055228824,0.974763679508199,-0.0386851391666666,0.64347877313087,0.828602256059776,"up","down",FALSE
"HLA-DQB2",0.168860127573568,0.55106680954388,0.974763679508199,-0.0119218195833326,0.8971620287066,0.956024208725093,"up","down",FALSE
"HLA-DRA",0.252989757249175,0.39954546745018,0.974763679508199,-0.130100553333332,0.0809677916348855,0.270251916242008,"up","down",FALSE
"HLA-DRB1",0.555554492023466,0.311992270045332,0.974763679508199,-0.0774119641666659,0.2574066060025,0.514062288677161,"up","down",FALSE
"HLA-DRB3",0.446779070688161,0.233001102831539,0.974763679508199,-0.0509327075000001,0.433003922930359,0.682197439067647,"up","down",FALSE
"HLA-DRB4",0.139591670616927,0.720206145593014,0.978316504904325,-0.0723023791666664,0.312959825752484,0.572825618860814,"up","down",FALSE
"HLA-E",0.224766593976988,0.58269483003719,0.974763679508199,0.00693787416666836,0.889303759784308,0.952499823760261,"up","up",TRUE
"HLA-F",-0.0116006374948487,0.973739327552331,0.998465040654816,-0.0123598683333312,0.828624394718379,0.924493656292839,"down","down",TRUE
"HLA-G",-0.0626408452216977,0.863640118984442,0.991908372835379,-0.105360659166665,0.105899880877777,0.313981020862051,"down","down",TRUE
"HLCS",0.19683543439305,0.57250035771359,0.974763679508199,-0.043744350833333,0.464612104806245,0.706628845841392,"up","down",FALSE
"HLF",0.359967148608167,0.43798366746975,0.974763679508199,-0.213082425416665,0.0186992901655478,0.115054325549287,"up","down",FALSE
"HLX1",0.351718056999364,0.484003113625711,0.974763679508199,-0.190247830666666,0.079390155329125,0.267424941441063,"up","down",FALSE
"HM13",0.123460071345169,0.671557530498945,0.975992849603754,-0.0731132013333336,0.253249105075828,0.509632044265994,"up","down",FALSE
"HMBS",0.0812047450793267,0.742230757456031,0.979060696795928,-0.131833367916665,0.111546499174721,0.323437613007198,"up","down",FALSE
"HMG20A",0.263630437237355,0.3957752471905,0.974763679508199,-0.168882218166665,0.00337902316430834,0.0444578695783049,"up","down",FALSE
"HMG20B",-0.0464543864823981,0.887749046237161,0.991908372835379,0.0904431660833347,0.0664469038640597,0.241245468988433,"down","up",FALSE
"HMG2L1",0.99374700881301,0.0235556924912524,0.83731547380709,-0.162538779583332,0.00989158889795984,0.0803077325409364,"up","down",FALSE
"HMGA1",0.0911047527010013,0.753763312462203,0.980235739199058,0.0811159731666671,0.278671073959345,0.536566499321047,"up","up",TRUE
"HMGA2",-0.0459307350426461,0.870771155154933,0.991908372835379,0.0228181736666675,0.562784197519018,0.777849320995994,"down","up",FALSE
"HMGB1",-0.0357260126068657,0.883225104878144,0.991908372835379,0.0346435583333341,0.649157848606067,0.832740181318128,"down","up",FALSE
"HMGB2",0.19913611747076,0.486713451144488,0.974763679508199,-0.105008575833333,0.268432496511446,0.525466112161101,"up","down",FALSE
"HMGB3",0.382011932557218,0.333733574530936,0.974763679508199,-0.129716696583333,0.113104764828819,0.326252437129695,"up","down",FALSE
"HMGCL",0.323546407977633,0.265958510244414,0.974763679508199,-0.0412283664999982,0.423990023253952,0.674874193853577,"up","down",FALSE
"HMGCR",0.21586432983382,0.633991523918601,0.974763679508199,-0.125941393166666,0.0789292996969497,0.266546158046258,"up","down",FALSE
"HMGCS1",-0.0247320410845947,0.95625545525507,0.997075416516263,0.0612771800000007,0.515640892068269,0.744072470172027,"down","up",FALSE
"HMGCS2",-0.294071756027766,0.445000905203855,0.974763679508199,-0.0270726877499995,0.724427675876355,0.874735405820005,"down","down",TRUE
"HMGN1",0.00479610645210527,0.985379454793879,0.999586011170366,0.00129820583333565,0.97705392081288,0.99089429556426,"up","up",TRUE
"HMGN2",0.0528413281930779,0.842397627571052,0.989112397484782,-0.122528748333333,0.00762837608415196,0.0693472503472117,"up","down",FALSE
"HMGN3",0.227357206390656,0.453596736033076,0.974763679508199,-0.0107196491666671,0.786723259794125,0.906145159390937,"up","down",FALSE
"HMGN4",0.175555506443544,0.551983500596844,0.974763679508199,-0.0789627716666664,0.120601497778793,0.337993121582273,"up","down",FALSE
"HMMR",0.344637452728001,0.290766447666115,0.974763679508199,-0.139628572416666,0.134866093352029,0.359463575516972,"up","down",FALSE
"HMOX1",0.302065565648271,0.383875269666576,0.974763679508199,0.178787470000001,0.344687210082405,0.603218122170722,"up","up",TRUE
"HMOX2",0.185263758621208,0.547513529139548,0.974763679508199,0.00613394583333527,0.910421719706724,0.961874065084344,"up","up",TRUE
"HMP19",0.234360810017918,0.544878443809796,0.974763679508199,-0.132934768333333,0.410762558780253,0.662913320510934,"up","down",FALSE
"HN1",-0.0241407540056266,0.95536245505426,0.997075416516263,-0.0470861824999985,0.513091275497743,0.742250467424016,"down","down",TRUE
"HNF4A",0.338218771491688,0.375474738963231,0.974763679508199,0.00875790000000043,0.855650508907507,0.936196167563741,"up","up",TRUE
"HNF4G",0.267910418180486,0.431699370308,0.974763679508199,-0.0033278014166657,0.947123437650989,0.978578763628359,"up","down",FALSE
"HNMT",0.466762277368976,0.117872893697066,0.974763679508199,-0.266799705999998,0.0016278376153293,0.0305805141375526,"up","down",FALSE
"HNRNPG-T",0.496232743452826,0.0924518377475663,0.963518020108213,0.0228668595833339,0.667483857195048,0.843374498926837,"up","up",TRUE
"HNRPA0",0.688956519259885,0.213951536957632,0.974763679508199,0.202944342416666,0.021662335205492,0.124777929365978,"up","up",TRUE
"HNRPA1",-0.032610660423802,0.907832293534558,0.993428996263512,-0.0557597599999987,0.250004775334919,0.505910574688892,"down","down",TRUE
"HNRPA2B1",0.157173349320806,0.537149248794963,0.974763679508199,-0.0504571316666654,0.338127283730936,0.597037512320956,"up","down",FALSE
"HNRPA3",-0.202118670849789,0.556417154982975,0.974763679508199,0.0569512733333354,0.107563354401343,0.316766993456406,"down","up",FALSE
"HNRPAB",0.293515000123436,0.336344334918293,0.974763679508199,0.105493218000001,0.0740783448228033,0.257151416638828,"up","up",TRUE
"HNRPC",0.19562177014488,0.445345262070073,0.974763679508199,-0.0998162275,0.0268247856672424,0.14119934613799,"up","down",FALSE
"HNRPD",0.168826154798194,0.51418073248801,0.974763679508199,-0.0619691191666652,0.229664402569935,0.482753543751282,"up","down",FALSE
"HNRPDL",-0.0229678768759382,0.937118256594043,0.995454316310747,0.010470790833334,0.835075426636279,0.927272976868235,"down","up",FALSE
"HNRPF",0.288666619734012,0.278693026504583,0.974763679508199,0.0761226800000008,0.284498110490476,0.54316340992145,"up","up",TRUE
"HNRPH1",0.235542775954956,0.502999113023315,0.974763679508199,-0.0259277941666647,0.645196599378925,0.829713961422976,"up","down",FALSE
"HNRPH2",0.393472039723147,0.204261937615592,0.974763679508199,-0.0122121241666656,0.90577988233063,0.959515850714401,"up","down",FALSE
"HNRPH3",0.204280517152672,0.444170104760595,0.974763679508199,-0.0625361466666654,0.331822940024333,0.591430183699655,"up","down",FALSE
"HNRPK",-0.00337922938040573,0.989808904011794,0.999748227003823,-0.0263029491666638,0.526315883264731,0.752148862857738,"down","down",TRUE
"HNRPLL",0.261212580822963,0.338681123271529,0.974763679508199,0.111827843583335,0.0356825890152555,0.166845361326491,"up","up",TRUE
"HNRPM",0.120315470958485,0.679082760522579,0.976039958285367,-0.0160420474999992,0.761486569625549,0.892943943683961,"up","down",FALSE
"HNRPR",0.0462148774693227,0.851988518977914,0.990619451338978,-0.0832040774999991,0.029265562799097,0.148779379465566,"up","down",FALSE
"HNRPU",0.172897480213785,0.571616698517432,0.974763679508199,0.0931159616666669,0.0384140662367671,0.174449377537167,"up","up",TRUE
"HNRPUL1",0.244015660179771,0.544566889773122,0.974763679508199,0.00104978583333331,0.981070473882989,0.99265162541128,"up","up",TRUE
"HNT",-0.254353416776875,0.544654747855494,0.974763679508199,0.405903663500001,0.00356471187260446,0.0459331828674217,"down","up",FALSE
"HOM-TES-103",0.171937733500256,0.529623922300998,0.974763679508199,-0.185182220833333,0.00263019238284602,0.0389910962403586,"up","down",FALSE
"HOMER1",0.727767770346063,0.0421421158249021,0.897122527377769,0.0353976974166678,0.784655090219702,0.905272648273673,"up","up",TRUE
"HOMER2",-0.0105327617196714,0.983806514352625,0.999586011170366,0.0239731076666668,0.737936901531539,0.881044203818942,"down","up",FALSE
"HOMER3",0.446646013844195,0.157403110373341,0.974763679508199,-0.0820239024999985,0.218292653148859,0.469273178644473,"up","down",FALSE
"HOOK1",-0.230065578245318,0.702751133365761,0.977080388019528,0.0132550994166672,0.812012162128016,0.916785069642881,"down","up",FALSE
"HOOK2",-0.0972033030932033,0.790287853528325,0.98378776764487,-0.133372559916666,0.025700131892443,0.137390204992443,"down","down",TRUE
"HOOK3",-0.191450961788877,0.636626732922317,0.974763679508199,0.183904719916667,0.00186897636580546,0.0327258745975548,"down","up",FALSE
"HOP",0.370587140738623,0.331932156318022,0.974763679508199,-0.140112324166667,0.428758950515014,0.678643733610912,"up","down",FALSE
"HORMAD1",0.681342553726675,0.0529221316379033,0.914233480747276,-0.0748175563333331,0.276851766888316,0.534672018195896,"up","down",FALSE
"HORMAD2",-0.0758790932069275,0.84107281746432,0.989112397484782,-0.0699094931666668,0.21655049098915,0.467088447859288,"down","down",TRUE
"HOXA1",-0.168980812564503,0.666052539800638,0.975006139245169,0.0779221375833336,0.266604889371167,0.523935685443103,"down","up",FALSE
"HOXA10",-0.162604304298392,0.658066015047691,0.974763679508199,-0.406161697916666,0.00244068580366066,0.0375616588862526,"down","down",TRUE
"HOXA11",-0.616990613908362,0.146596238329159,0.974763679508199,-0.245555754583333,0.0017952391644134,0.0319644493736019,"down","down",TRUE
"HOXA13",0.332309312064403,0.561094086764273,0.974763679508199,-0.267526184166665,0.0529611030973136,0.210732154621555,"up","down",FALSE
"HOXA2",0.0991931735696967,0.741369055280862,0.979060696795928,-0.0120541409166662,0.885868813460765,0.950670573041821,"up","down",FALSE
"HOXA3",-0.139019464562543,0.634717586418516,0.974763679508199,0.0922894841666685,0.093060187917251,0.292609406897877,"down","up",FALSE
"HOXA4",0.602994429874226,0.145477013664367,0.974763679508199,0.0112269350833344,0.93598999586,0.973622615625922,"up","up",TRUE
"HOXA5",-0.170185920534493,0.5625057041681,0.974763679508199,-0.206359888999999,0.0350589389929156,0.165353878625967,"down","down",TRUE
"HOXA6",0.896095752452862,0.0371782041866248,0.897122527377769,0.0639921776666672,0.4283420501251,0.678464810189484,"up","up",TRUE
"HOXA7",0.16898579458597,0.680624266746199,0.976039958285367,0.1975405265,0.162479589225456,0.397337147521909,"up","up",TRUE
"HOXA9",-0.252225498575822,0.52523473410798,0.974763679508199,-0.615342891249999,8.46895289587176e-05,0.0101016125817843,"down","down",TRUE
"HOXB1",0.120732222732067,0.734607715663303,0.978486027616002,0.0885284166666668,0.14061204454363,0.368203054783386,"up","up",TRUE
"HOXB13",0.0139863515889743,0.966900930548118,0.997611655645422,0.16054739225,0.131968942499717,0.355455875637241,"up","up",TRUE
"HOXB2",0.187474021658775,0.569866387473132,0.974763679508199,-0.275423778749998,0.00998404855517565,0.0807455379246272,"up","down",FALSE
"HOXB3",0.0247468286837204,0.945602040542006,0.996337987896925,-0.250265409583333,0.0158382338336053,0.104886104364404,"up","down",FALSE
"HOXB4",-0.172788412510605,0.612796946054552,0.974763679508199,0.0737626822500005,0.36740168708517,0.625426243418091,"down","up",FALSE
"HOXB5",-0.0613110998691514,0.873902637959118,0.991908372835379,-0.639999909166667,3.44850211537251e-05,0.00853743118443771,"down","down",TRUE
"HOXB6",0.0895861866030775,0.7565622207362,0.980450821995181,-0.448659164749999,0.00122660466148114,0.0273231449570021,"up","down",FALSE
"HOXB7",0.290842766528817,0.375894545755969,0.974763679508199,0.170456999166667,0.00236828824903556,0.037074491120775,"up","up",TRUE
"HOXB8",0.394486031840579,0.232340645583393,0.974763679508199,-0.122890233000001,0.257501904224795,0.514109289292753,"up","down",FALSE
"HOXB9",0.840462760621946,0.0284482273114142,0.870127158638673,0.0140559046666676,0.808106523590147,0.915002037059728,"up","up",TRUE
"HOXC10",-0.122546613832392,0.820023662484284,0.987226045425892,0.0791721295000013,0.112541887708575,0.32526142711027,"down","up",FALSE
"HOXC11",0.158895589793491,0.658228312882018,0.974763679508199,0.0875497874166672,0.402388193877206,0.655105589362579,"up","up",TRUE
"HOXC12",0.249096096258874,0.388519239631152,0.974763679508199,0.0313819048333342,0.571612681865841,0.783499459655715,"up","up",TRUE
"HOXC13",0.490526326224736,0.188036046864931,0.974763679508199,0.0180441645833338,0.724745262992595,0.874921845141627,"up","up",TRUE
"HOXC4",-0.13019772305133,0.65662894606528,0.974763679508199,0.0323782697500002,0.662949516670747,0.840963582075717,"down","up",FALSE
"HOXC5",-0.0186722975578809,0.962697610881518,0.997532159870183,-0.0258971290833327,0.686626937057572,0.854009774567804,"down","down",TRUE
"HOXC6",-0.149986833083946,0.618227142446116,0.974763679508199,0.061522751666667,0.239748221816252,0.49471754205569,"down","up",FALSE
"HOXC8",0.124194603090768,0.768135186381837,0.98127873623652,-0.0348622405833324,0.538658161412992,0.761728590771749,"up","down",FALSE
"HOXC9",-0.806109466636794,0.0984462708702748,0.963518020108213,0.196152792916668,0.152214175300211,0.383990821083095,"down","up",FALSE
"HOXD1",-0.219405518537566,0.520382841505862,0.974763679508199,-0.00790140699999919,0.912481270288889,0.962992860921566,"down","down",TRUE
"HOXD10",-0.18693204702162,0.550609266777418,0.974763679508199,-0.0303415059166661,0.841239361817495,0.929648056289822,"down","down",TRUE
"HOXD11",0.00193338544757508,0.995906835019806,0.999748227003823,0.0858446481666663,0.375462798866751,0.632255586732478,"up","up",TRUE
"HOXD12",0.227341122106028,0.462951686464878,0.974763679508199,0.0323676028333343,0.621945443465888,0.815026309281433,"up","up",TRUE
"HOXD13",0.0814659953745288,0.82840244225107,0.989112397484782,-0.146168687333332,0.161402059498928,0.395542613199045,"up","down",FALSE
"HOXD3",-0.10090611205699,0.852189089024582,0.990619451338978,-0.124345571666666,0.22905396694523,0.482160074583172,"down","down",TRUE
"HOXD4",0.0851082633463379,0.829122284880402,0.989112397484782,-0.0294482444999997,0.666835369832616,0.84310458116848,"up","down",FALSE
"HOXD8",0.0162603938878847,0.957222022228351,0.997075416516263,0.313784584416667,0.0456402628001901,0.192455647322714,"up","up",TRUE
"HOXD9",0.328684764234801,0.292220153526203,0.974763679508199,-0.0795842057499992,0.503237253399923,0.735083292623604,"up","down",FALSE
"HP",0.492915131207539,0.226354542823531,0.974763679508199,-0.283612794583333,0.00687234210638399,0.0651425911926672,"up","down",FALSE
"HPCA",-0.0926537411475364,0.794862161966805,0.984228877695649,-0.138825483916666,0.0560803569517026,0.218279951296919,"down","down",TRUE
"HPCAL1",0.000138003074707785,0.999636288863979,0.999822857926457,-0.192777428333333,0.0271558275572686,0.142315040286633,"up","down",FALSE
"HPCAL4",0.2264868927878,0.641595935437116,0.974763679508199,0.00465671600000062,0.942752438626132,0.976834875778931,"up","up",TRUE
"HPD",0.183619483660892,0.603021690095344,0.974763679508199,0.0882874923333347,0.426396373359686,0.676728374350402,"up","up",TRUE
"HPGD",-0.312040693905322,0.518810279820852,0.974763679508199,-0.324145318749999,0.0545353066357993,0.214877130077042,"down","down",TRUE
"HPN",0.314023958936992,0.380929106389046,0.974763679508199,-0.122732910166666,0.0312034155403375,0.15433994978278,"up","down",FALSE
"HPR",0.389067774407071,0.298933931090153,0.974763679508199,0.0306583433333342,0.636948094542726,0.824801432700869,"up","up",TRUE
"HPRT1",0.1828750319905,0.551410837582517,0.974763679508199,0.130745512250001,0.0580956630015561,0.223077244010457,"up","up",TRUE
"HPS1",0.37786951406531,0.308186471842116,0.974763679508199,0.0209047050833332,0.647601705442659,0.831396115833338,"up","up",TRUE
"HPS3",0.204770697526898,0.57391534146552,0.974763679508199,-0.229358956166667,0.00149319875383691,0.0295633278324979,"up","down",FALSE
"HPS4",0.232298406810043,0.451784965943271,0.974763679508199,-0.183098492749999,0.00124791525331208,0.0274821407202974,"up","down",FALSE
"HPS5",-0.025734702765623,0.930336002666249,0.995285435937458,0.0110238326666677,0.830650824556916,0.925642240634792,"down","up",FALSE
"HPS6",0.421921003720608,0.223085961914468,0.974763679508199,-0.302468960833333,0.000789424597646678,0.022221360004076,"up","down",FALSE
"HPSE",-0.251388019597097,0.51180871158406,0.974763679508199,-0.210547835499999,0.09973368226668,0.303399743038015,"down","down",TRUE
"HPSE2",0.498038307185494,0.218756100286664,0.974763679508199,-0.155162200833333,0.149963302565818,0.380861837919055,"up","down",FALSE
"HPX",0.589274333151008,0.123396339283069,0.974763679508199,0.0285851510833337,0.619594415865282,0.81355804977037,"up","up",TRUE
"HR",-0.101135475418885,0.751982840599166,0.980235739199058,0.306443811416666,0.00300063103674234,0.0415488447297942,"down","up",FALSE
