"TERM_ID","Count","geneID","p.adjust","par"
5016,35,"CLTC/NDUFB5/DNALI1/BDNF/NDUFA11/COX5B/CASP8/DNAI2/TBP/CREB3/COX6B1/NDUFB1/COX7A2L/DCTN4/NDUFA9/NDUFB4/UQCRFS1/NDUFV1/SDHD/NDUFA5/SLC25A5/VDAC1/AP2A1/COX5A/COX7C/COX4I2/NDUFA2/GRIN1/BAX/NDUFC1/VDAC2/COX6A1/NDUFAB1/SP1/NDUFB3",0.0105422377396494,"Wei2020_x_GSE12852"
5110,10,"ATP6V0A1/ADCY9/ATP6V1E1/ATP6V0B/ATP6V1G3/ATP6V0A4/SEC61G/ARF1/ATP6V1H/SEC61B",0.00718272366914318,"Wei2020_x_GSE53868"
5110,18,"KDELR2/ACTG1/ATP6V1G2/ATP6V0B/GNAS/ATP6V0D1/SEC61A2/ATP6V1B1/TCIRG1/ATP6V0C/KCNQ1/ATP6V1H/PRKACG/SEC61B/ATP6V0A4/ATP6V1E1/SEC61G/ARF1",0.00117225206733518,"Wei2020_x_GSE12852"
5120,14,"RELA/CDC42/CCL5/ATP6V0A1/NFKB1/ATP6V1E1/F11R/IKBKG/ATP6V0B/MAPK10/ATP6V1G3/ATP6V0A4/MET/ATP6V1H",0.000476773351283433,"Wei2020_x_GSE53868"
5120,16,"RELA/MET/JAM2/ATP6V1G2/ATP6V0B/MAPK14/IKBKG/ATP6V0D1/ATP6V1B1/TCIRG1/ATP6V0C/EGFR/ATP6V1H/GIT1/ATP6V0A4/ATP6V1E1",0.0397920724340573,"Wei2020_x_GSE12852"
5130,10,"CDC42/YWHAZ/ABL1/TUBB3/ARPC5/TUBB2A/RHOA/ARPC3/TUBB/CDH1",0.0040982939369494,"Wei2020_x_GSE53868"
5130,12,"LY96/ARPC3/ACTG1/ABL1/ARPC5/RHOA/NCK1/YWHAZ/TUBB/CD14/OCLN/CDH1",0.0397920724340573,"Wei2020_x_GSE12852"
5140,12,"RELA/HLA-DOA/MAPK1/IL12A/NFKB1/TGFB1/ELK1/IRAK4/TRAF6/CR1/FCGR3A/MAPK3",0.00665127546136428,"Wei2020_x_GSE53868"
5140,22,"MAPK1/HLA-DQA1/RELA/HLA-DQA2/MAP3K7/IFNGR2/IRAK4/HLA-DRB1/MAPK3/MAPK14/HLA-DMA/HLA-DMB/HLA-DPA1/HLA-DRA/MYD88/HLA-DQB1/IL12A/ELK1/TRAF6/TGFB1/CYBA/HLA-DOA",0.000296575236556092,"Wei2020_x_GSE12852"
5142,2,"SMAD2/TGFB3",0.0170906970076111,"Chen2003_x_GSE53868"
5142,23,"PIK3R1/TGFBR1/PPP2R2B/RELA/GNAL/MAPK1/CCL5/PIK3CA/SMAD3/TGFBR2/TNFRSF1A/IL12A/PPP2CA/NFKB1/PLCB1/IKBKG/TGFB1/MAPK10/IRAK4/TRAF6/MAPK3/GNA14/CASP8",6.99608673483091e-06,"Wei2020_x_GSE53868"
5142,24,"TLR6/MAPK1/PPP2R2B/RELA/IFNGR2/IRAK4/TGFBR1/PPP2CA/CASP8/ACE/MAPK3/MAPK14/IKBKG/GNAS/GNA14/MYD88/PIK3CA/IL12A/TGFBR2/TRAF6/TGFB1/PPP2R2A/TNFRSF1A/GNAL",0.0218698637651854,"Wei2020_x_GSE12852"
5144,3,"GYPC/TGFB3/MET",0.000616873254703737,"Chen2003_x_GSE53868"
5144,10,"CSF3/LRP1/CD40/IL12A/VCAM1/THBS2/TGFB1/MET/CR1/HBA2",0.00646319620149044,"Wei2020_x_GSE53868"
5144,3,"TGFB3/MET/GYPC",0.0049942116452559,"Chen2003_x_GSE12852"
5145,2,"PPIF/TGFB3",0.02210517220205,"Chen2003_x_GSE53868"
5145,19,"PIK3R1/RELA/HLA-DOA/MAPK1/PIK3CA/TNFRSF1A/MAP2K6/CD40/IL12A/PLA2G12A/NFKB1/IKBKG/LAMB4/TGFB1/MAPK10/IRAK4/TRAF6/MAPK3/CASP8",0.00425761198632557,"Wei2020_x_GSE53868"
5145,3,"TGFB3/LAMA3/PPIF",0.0266925252610045,"Chen2003_x_GSE12852"
5145,33,"LY96/MAPK1/MAP2K6/LAMB4/HLA-DQA1/RELA/HLA-DQA2/MAP3K7/IFNGR2/IRAK4/CASP8/HLA-DRB1/MAPK3/SOCS1/MAPK14/IKBKG/HLA-DMA/HLA-DMB/HLA-DPA1/HLA-DRA/BIRC2/MYD88/PIK3CA/HLA-DQB1/IL12A/PLA2G10/TRAF6/TGFB1/LAMB2/CD40/LAMA3/HLA-DOA/TNFRSF1A",0.0013450186435186,"Wei2020_x_GSE12852"
5200,4,"ITGA2B/SMAD2/TGFB3/MET",0.00309258920532543,"Chen2003_x_GSE53868"
