"GeneSymbol","Direction","PValue","FDR","FoldChange","EntrezID","logFC"
"CA5B","up",0.0057440964303,0.03612276,3.1869353,11238,1.67216973034368
"CYB5R1","up",0.0057473374,0.036131962,3.1179288,51706,1.64058798350082
"PPCS","up",0.0057494634872,0.036134151,4.8525651,79717,2.27874756766685
"IFI30","up",0.0057551009172,0.036151427,2.4173893,10437,1.27344982558724
"AHI1","up",0.0057564627755,0.036151427,2.3445019,54806,1.2292814482289
"SEC11A","up",0.0057581818499,0.036151427,2.4802915,23478,1.31050968548748
"HEATR5B","up",0.0057610887479,0.036151427,8.3142798,54497,3.05559129971596
"AQP1","up",0.0057611056343,0.036151427,5.4240065,358,2.43935890736661
"MED30","up",0.0057693771849,0.03616902,9.4213195,90390,3.23592913019832
"TUBD1","up",0.0057733045685,0.03616902,2.8883854,51174,1.53026325523489
"OR6T1","up",0.0057738663972,0.03616902,7.2366968,219874,2.85533132745967
"UQCR11","up",0.0057741187524,0.03616902,3.2338913,10975,1.6932711866698
"SUMF2","down",0.0057745864638,0.03616902,2.1054422,25870,1.07412327022657
"ORC1","down",0.0057950791109,0.036266265,2.4109702,4998,1.2696138190956
"FAM108B1","up",0.0058017770534,0.036294589,2.017175,51104,1.01233625037638
"HMGCL","up",0.0058049958277,0.036303551,5.6552531,3155,2.49959159325907
"CNOT4","up",0.0058134888853,0.036325921,3.1571207,4850,1.65860941743352
"LHPP","down",0.0058151750657,0.036325921,2.7711359,64077,1.47047746413886
"TBC1D26","up",0.0058157219447,0.036325921,2.9854574,353149,1.57795198279948
"TOP1","down",0.0058368594373,0.03644322,2.4411248,7150,1.28754605330777
"HUS1B","up",0.0058380873505,0.03644322,2.9924473,135458,1.58132584008502
"GTPBP3","up",0.005846957555,0.036487385,4.5742007,84705,2.19351966757346
"TMEM225","down",0.0058494469044,0.036491715,3.002066,338661,1.58595569475541
"KIAA0947","up",0.0058528543171,0.036501769,2.1188133,23379,1.08325646971538
"REEP1","up",0.0058606449924,0.036539144,2.8286381,65055,1.50010760807609
"RRP1B","down",0.0058633231704,0.036544632,5.4080879,23076,2.43511860055936
"MAGEL2","up",0.0058747817592,0.036584862,2.3168917,54551,1.21219060893101
"SNRPB2","up",0.0058749526821,0.036584862,2.2299105,6629,1.15698580709745
"SOX5","down",0.0058751777955,0.036584862,3.677138,6660,1.87858332072933
"TRIM6-TRIM34","down",0.0058827319993,0.03660947,2.1730672,445372,1.11973278915689
"THAP4","up",0.0058895795998,0.036640865,8.1948221,51078,3.03471263044327
"TMEM223","up",0.0059001686233,0.036676062,3.3134923,79064,1.72835256683709
"KRT24","up",0.005913374713,0.036739058,4.3216685,192666,2.11158841237601
"SH2B1","up",0.005916208392,0.036739058,3.4706634,25970,1.7952114531244
"SYBU","down",0.0059203565189,0.036753588,9.0880775,55638,3.18397513770229
"ACSM2B","up",0.0059238731956,0.036754367,2.7371097,348158,1.45265325730953
"NABP1","down",0.0059240987077,0.036754367,3.5034771,64859,1.80878746628306
"PPIAL4B","up",0.0059305029294,0.036780012,3.0610077,653505,1.6140066739854
"TCTE3","down",0.0059318513748,0.036780012,3.4443665,6991,1.78423866178256
"STARD3","up",0.0059385057381,0.036810042,3.9678119,10948,1.98834363425063
"EXD3","down",0.005941517574,0.036817483,2.8459998,54932,1.50893556048034
"C9orf170","up",0.0059475249318,0.036843476,3.5667979,401535,1.8346294729037
"MORF4L2","up",0.0059562136903,0.036868752,3.3292183,9643,1.73518347246127
"IARS2","up",0.0059617613147,0.036868752,9.1746153,55699,3.19764766570321
"VNN2","up",0.0059627329729,0.036868752,3.970461,8875,1.98930652469867
"PAK2","down",0.0059628964732,0.036868752,6.0596346,5062,2.59923080084976
"C5orf15","up",0.0059634631111,0.036868752,6.5721989,56951,2.71637614244585
"ZNF574","up",0.0059643028804,0.036868752,5.8152615,64763,2.5398440680993
"ZNF280D","up",0.0059757970833,0.036886941,4.6427939,54816,2.21499323911102
"CD44","down",0.0059763196834,0.036886941,3.162614,960,1.66111748431933
"TANK","up",0.0059812857082,0.036899006,2.3753405,10010,1.24813433552813
"CCM2","down",0.0059892411561,0.036933048,4.1897218,83605,2.06685445130284
"ZNF729","down",0.0059944434806,0.036953917,4.6920672,100287226,2.23022367585843
"CSF1R","down",0.0060105029989,0.037019234,2.6589726,1436,1.41086891068644
"INTS12","up",0.0060159884701,0.037041795,2.5560172,57117,1.35389754452873
"USHBP1","up",0.0060258657134,0.037083276,2.2088885,83878,1.14332059634962
"MRAP","down",0.0060263744781,0.037083276,3.2029899,56246,1.67941924886411
"MTMR1","up",0.0060428255075,0.037157773,10.3265313,8776,3.36828382666373
"ODZ1","up",0.0060437164298,0.037157773,3.4145093,10178,1.77167826334038
"IL17REL","up",0.0060452134218,0.037157773,2.4201646,400935,1.27510517127187
"GCN1L1","down",0.0060515359144,0.037181621,3.6188017,10985,1.85551205430763
"LRFN3","up",0.006053332556,0.037181621,8.8459014,79414,3.1450091614629
"SCAMP2","up",0.0060569622515,0.037192676,2.0017378,10066,1.00125301342814
"EFCAB1","up",0.0060718410024,0.037250277,2.3572645,79645,1.23711364718755
"RSPO4","up",0.0060744576133,0.037255085,2.1759856,343637,1.12166900931007
"STIM2","up",0.0060916174517,0.037333113,3.0741153,57620,1.62017127681095
"PHF20","down",0.0060947656863,0.037333113,2.1984064,51230,1.1364581092481
"PRKCB","up",0.0060961651614,0.037333113,3.4983467,5579,1.80667327313173
"AQP3","up",0.0060992006742,0.037333113,39.8809314,360,5.31762719846675
"MMS22L","up",0.0060995536452,0.037333113,3.6648694,253714,1.87376178790084
"ALG6","up",0.0061146979856,0.037391458,5.7820255,29929,2.53157497143039
"LRRFIP1","down",0.0061154618413,0.037391458,7.6796337,9208,2.94103749951461
"FAM100A","down",0.006122447527,0.037413934,2.1397092,124402,1.09741473857718
"LPAR6","up",0.0061289467551,0.037442393,13.6325896,10161,3.76898773246821
"SLC28A1","up",0.0061565384281,0.03757707,4.8000981,9154,2.2630638906124
"DNAJC8","down",0.0061587150388,0.03757907,2.5008699,22826,1.32243000773606
"IFITM3","down",0.0061666383505,0.037604838,7.3424669,10410,2.87626485686426
"RNF139","up",0.0061712801239,0.037613728,7.2416176,11236,2.85631199604227
"RB1CC1","up",0.0061747352561,0.037613728,3.5742801,9821,1.83765269622799
"QSER1","down",0.0061790330046,0.037613728,6.2648393,79832,2.64727750331146
"SCN5A","up",0.0061839382738,0.037613728,2.0183754,6331,1.01319452793781
"PANK1","up",0.0061851131304,0.037613728,4.8143458,53354,2.26733976998608
"PHF1","up",0.0061854387686,0.037613728,4.6750219,5252,2.22497312327779
"MPPED2","up",0.0061857217354,0.037613728,2.4438641,744,1.2891640610538
"LAMP1","up",0.0061870575401,0.037613728,2.7645406,3916,1.46703975924216
"XAGE1A","up",0.0061871768116,0.037613728,8.0085608,653219,3.00154300252692
"HIST1H1E","down",0.0061884529286,0.037613728,3.9460663,3008,1.98041519576691
"OR51T1","down",0.0061917835516,0.037618617,5.4334245,401665,2.44186176560313
"TNFAIP8","up",0.0061937635261,0.037618617,4.2984179,25816,2.10380575101814
"VWA5A","up",0.0061948098524,0.037618617,6.4033954,4013,2.6788370969549
"CENPB","up",0.0061997169903,0.037637171,2.3422023,1059,1.22786568924746
"ABCB6","up",0.0062034478511,0.037648575,4.9721505,10058,2.31386996540037
"PPARD","down",0.0062102415462,0.037656877,3.1689906,5467,1.66402338034069
"INS-IGF2","up",0.0062115599422,0.037656877,2.7224304,723961,1.44489516634958
"USP51","down",0.0062135954698,0.037656877,2.843767,158880,1.50780326463558
"UCN","up",0.006219922265,0.037681049,3.5506674,7349,1.8280902257929
"AMZ2","up",0.0062253597126,0.037702752,2.1169654,51321,1.08199768991407
"PRSS45","down",0.0062340803338,0.037722882,5.0213545,377047,2.32807658067961
"GGA3","down",0.0062379028559,0.037722882,67.7440187,23163,6.08202166758584
"L3MBTL3","down",0.0062387772011,0.037722882,2.413571,84456,1.27116926715595
"MEOX1","up",0.0062396419286,0.037722882,3.0537214,4222,1.61056844681954
"ZNF79","up",0.00624158809,0.037722882,2.4845754,7633,1.31299932436156
"CRCP","down",0.0062427413118,0.037722882,2.572194,27297,1.36299945770591
"RIOK1","down",0.0062430203973,0.037722882,2.8388968,83732,1.50533040495017
"GARS","up",0.0062453267594,0.037722882,4.3778002,2617,2.13020611234278
"HHLA3","up",0.006250893625,0.037735492,3.7407709,11147,1.90333561209165
"ID3","up",0.006252587572,0.037735492,4.6839488,3399,2.22772530590108
"CAAP1","up",0.0062559689993,0.037741932,3.1957746,79886,1.67616565766212
"ITGA2","up",0.0062638009155,0.037777968,2.1732871,3673,1.1198787729483
"LOC100506388","up",0.0062690646995,0.037798499,4.41542,100506388,2.14255067526848
"LRRN2","up",0.0062743504725,0.03781915,6.992439,10446,2.80579576310528
"RGPD4","up",0.0062773476413,0.037825184,2.6397282,285190,1.40038938992502
"KCNJ11","down",0.0062836459824,0.037833769,4.4602177,3767,2.15711412876562
"ALS2","up",0.0062842215926,0.037833769,8.2503617,57679,3.04445736921998
"PTPN14","down",0.0062884947194,0.037840806,3.4353357,5784,1.78045108566958
"WNK1","down",0.0063011826199,0.037858793,4.7427375,65125,2.24572002065688
"MRPL10","up",0.0063032726257,0.037858793,2.2904632,124995,1.1956393838103
"ASB8","up",0.0063046932243,0.037858793,2.6136115,140461,1.38604470782115
"UBA1","down",0.0063098350899,0.037858793,4.1231493,7317,2.04374670242652
"KLC1","down",0.0063099894331,0.037858793,2.6591896,3831,1.41098664490074
"RNF175","up",0.006312590767,0.037858793,5.7645298,285533,2.52720293521903
"ALDH3B1","down",0.0063140157207,0.037858793,3.0832597,221,1.62445641137915
"ZAR1","up",0.0063158972845,0.037858793,3.1488606,326340,1.65482989080446
"CABIN1","down",0.0063168525983,0.037858793,3.0228489,23523,1.59590886627332
"C16orf86","up",0.006320936971,0.037858793,2.6826999,388284,1.42368567666441
"KIAA0825","up",0.0063210076481,0.037858793,4.3599204,285600,2.12430179565047
"EIF3J","down",0.0063216541413,0.037858793,3.9820068,8669,1.99349568472439
"VEPH1","up",0.0063271966662,0.037858793,63.3327199,79674,5.98487913390168
"GRAPL","up",0.006327494214,0.037858793,3.241249,400581,1.69654985597398
"TRMT11","up",0.0063336160466,0.037884269,2.1800743,60487,1.12437730491729
"FRMD6","down",0.0063382925544,0.037894487,2.8366278,122786,1.50417686392872
"KRTAP10-8","down",0.0063395200928,0.037894487,2.2442432,386681,1.16622902372852
"PLAA","up",0.00634511696,0.037894487,7.103414,9373,2.82851257068511
"HS3ST3B1","up",0.0063453743219,0.037894487,3.5697439,9953,1.83582057636837
"PKD1L2","up",0.0063467301399,0.037894487,3.535976,114780,1.82210848264832
"C10orf118","down",0.0063517243138,0.037894487,3.5823128,55088,1.84089131591294
"STON2","up",0.0063538054408,0.037894487,2.4802755,85439,1.31050037884143
"PLP1","up",0.0063538818151,0.037894487,4.2275425,5354,2.07981925829724
"BTC","down",0.0063570010811,0.037894487,4.9912667,685,2.31940599389902
"PXDN","up",0.0063636083829,0.037894487,2.1633287,7837,1.1132528875984
"BICD2","down",0.0063643322291,0.037894487,3.3889269,23299,1.76082851786502
"IQGAP1","down",0.0063643617438,0.037894487,4.2914334,8826,2.10145960895308
"DCBLD1","up",0.0063646223516,0.037894487,2.9420985,285761,1.55684554811643
"GLE1","up",0.0063656638003,0.037894487,6.2801853,2733,2.65080712718174
"TLR9","down",0.0063751567608,0.037923501,5.9878137,54106,2.58202933524615
"CYTIP","down",0.0063756262111,0.037923501,3.4611825,9595,1.79126501341999
"WDR1","up",0.0063907508728,0.037986075,2.4629384,9948,1.30038054536596
"NTN5","up",0.0063917628616,0.037986075,8.05517,126147,3.00991503655058
"MOB3B","up",0.0063968336415,0.037986075,2.6860857,79817,1.42550533491898
"TP53BP1","down",0.006397359645,0.037986075,5.0314113,7158,2.33096312963858
"HIBADH","up",0.0064045015726,0.038006574,2.4166522,11112,1.27300985810956
"SLAMF7","down",0.0064078312464,0.038007309,9.0018276,57823,3.17021793497377
"KCTD3","up",0.0064096524719,0.038007309,4.2469149,51133,2.08641520014328
"RUNDC3A","down",0.0064134799987,0.038007309,12.5802934,10900,3.6530936643056
"GGA2","up",0.0064141530559,0.038007309,3.7384126,23062,1.90242580480382
"PTDSS1","up",0.0064158956189,0.038007309,5.411593,9791,2.43605333987588
"CPVL","up",0.0064301013779,0.038080364,2.6762196,54504,1.420196502688
"BIRC7","down",0.0064539309584,0.038210354,5.6183849,79444,2.49015546289436
"FBXW9","down",0.0064559985118,0.038211465,3.1663231,84261,1.66280847941195
"SPRED2","down",0.0064604095803,0.038226441,3.0092436,200734,1.58940089839173
"PCDH7","up",0.0064668741549,0.03824521,3.3836476,5099,1.75857932253404
"ZNF226","up",0.0064846194256,0.038314384,2.6159921,7769,1.38735818406687
"PRKDC","up",0.0064846977164,0.038314384,3.4569886,5591,1.78951584607917
"RGS7","up",0.0064873094231,0.038318676,3.262693,6000,1.70606324479589
"RPN2","up",0.0064903987075,0.038325786,7.9950458,6185,2.99910629827642
"TRAF7","up",0.0064948968432,0.038325907,5.6932935,84231,2.50926347529203
"SEPP1","up",0.0064964601148,0.038325907,8.5593197,6414,3.09749613489289
"KIAA1143","up",0.0064995126871,0.038325907,5.6811928,57456,2.50619386388157
"TAS2R20","up",0.0065010450818,0.038325907,4.313663,259295,2.10891347199681
"USMG5","up",0.0065017331491,0.038325907,4.4789053,84833,2.16314616280787
"NMT2","down",0.0065040107386,0.038328216,2.1044036,9397,1.07341142320364
"NDUFA9","up",0.0065223015156,0.038424863,2.6416122,4704,1.40141868831007
"SLC51B","down",0.0065320520002,0.03845097,4.5401526,123264,2.18274078904997
"OR51B5","up",0.0065330334211,0.03845097,3.0753941,282763,1.62077129815408
"LRCH3","down",0.0065356261345,0.03845097,2.2243702,84859,1.15339691452633
"CNIH","up",0.0065420104896,0.038462934,2.5397034,10175,1.34466002127517
"RINT1","up",0.0065465210219,0.038478323,6.0243791,60561,2.59081255827034
"TAF1A","up",0.0065535186459,0.038508316,3.2349881,9015,1.6937604052309
"TAF6L","up",0.0065685113206,0.038548051,4.6157418,10629,2.20656252331656
"RHBDD1","up",0.0065694972216,0.038548051,3.0853859,84236,1.62545094357189
"VPS54","down",0.0065697637424,0.038548051,2.1921459,51542,1.13234382120066
"KRTAP4-12","up",0.0065721983231,0.038551207,5.5728959,83755,2.47842720456326
"KRT28","up",0.0065794502563,0.03858261,2.8193414,162605,1.49535818747366
"SGCA","up",0.0065864278693,0.038601738,2.8695219,6442,1.52081038499965
"TUBB3","up",0.0065865105576,0.038601738,4.9676529,10381,2.31256437304655
"NIPSNAP3A","up",0.0065942153288,0.03861887,2.8791461,25934,1.52564099918183
"SCYL1","up",0.0065951339271,0.03861887,3.3772633,57410,1.75585465988918
"HMOX2","down",0.0065981223074,0.038625241,4.6526691,3163,2.21805858559835
"BAI2","up",0.0066073140049,0.038667912,2.5370958,576,1.3431779961758
"SHISA2","up",0.0066093813852,0.038668876,5.7695849,387914,2.52846752610578
"CXCL1","down",0.0066114497737,0.038669847,6.2681291,2919,2.64803489423483
"NKAIN1","up",0.0066163781907,0.038687539,2.6404312,79570,1.40077355053189
"WNT3A","down",0.0066222607523,0.038701784,27.5131604,89780,4.78204996451334
"C9orf64","up",0.0066264309778,0.038701784,3.247824,84267,1.69947345481161
"COL15A1","up",0.0066312387693,0.038718738,22.4112617,1306,4.48615196627446
"SET","down",0.0066502738751,0.038796446,7.701971,6418,2.94522769100883
"FBP1","down",0.0066550011328,0.038802769,3.0606723,2203,1.61384858669002
"KLRB1","up",0.0066554795145,0.038802769,3.5588354,3820,1.83140520817919
"GIPR","up",0.0066570852239,0.038802769,5.6966789,2696,2.51012108929911
"HDGFRP3","down",0.0066654199262,0.038811316,3.1073107,50810,1.63566650375085
"PNMA1","up",0.0066666781172,0.038811316,3.3417207,9240,1.740591158425
"SRP54","up",0.0066668196581,0.038811316,8.8879701,6729,3.15185396336806
"SMAD5","down",0.0066676633607,0.038811316,4.3262669,4090,2.11312267210261
"CSF2RB","down",0.0066720835537,0.038811316,3.4012991,1439,1.76608587788149
"PVRL1","down",0.0066739111337,0.038811316,8.5151897,5818,3.09003867038541
"RBMY1B","up",0.0066757372344,0.038811316,5.8616932,378948,2.55131745959661
"F11R","up",0.0066831018397,0.038843021,4.5825079,50848,2.19613736789686
"ANKRD26","down",0.0066874563346,0.038855493,8.0059342,22852,3.00106975840297
"COX16","up",0.00669194183,0.038855493,3.4058152,51241,1.7680001563093
"TP53TG3B","up",0.0066940364348,0.038855493,8.2045706,729355,3.03642782984363
"MB","down",0.0066948062599,0.038855493,3.9534301,4151,1.98310491680263
"CASD1","up",0.0067032453656,0.038893366,6.2394189,64921,2.64141167185574
"MIER1","up",0.0067207517028,0.038971592,3.8963266,57708,1.96211461285451
"IRF2BP1","up",0.0067252520239,0.038971592,3.4820836,26145,1.79995084051273
"OVOL1","down",0.0067260369669,0.038971592,270.0566006,5017,8.07711800018835
"CARHSP1","up",0.0067304047761,0.038978311,7.1720639,23589,2.84238834205493
"HS2ST1","up",0.0067313098141,0.038978311,4.0816204,9653,2.0291420146825
"C1orf74","up",0.0067357712243,0.038993036,4.4841124,148304,2.16482244158897
"GLUL","down",0.0067383342891,0.038996767,3.6307808,2752,1.86027983338823
"DAG1","down",0.006741269715,0.039002649,6.484592,1605,2.69701580530291
"EPRS","up",0.0067531567461,0.039060305,2.5132021,2058,1.32952669069495
"SLC9A9","up",0.0067738824776,0.039125202,7.2422675,285195,2.85644146510409
"MR1","down",0.0067756749861,0.039125202,2.141345,3140,1.09851725237518
"CYP27A1","up",0.0067759267092,0.039125202,3.2859936,1593,1.71632967041055
"CLDN12","up",0.0067792841021,0.03913347,3.8283008,9069,1.93670419074845
"D2HGDH","up",0.0067908974187,0.039155517,4.8669146,728294,2.28300745979467
"FAM8A1","up",0.0067915575566,0.039155517,3.6167615,51439,1.85469846553255
"TIMD4","down",0.0067920101184,0.039155517,2.5717619,91937,1.36275708061685
"TKTL1","down",0.0067927356894,0.039155517,3.0930083,8277,1.62901070486357
"EFHB","up",0.0067997865422,0.039185047,13.0118332,151651,3.70175232844458
"IFI44L","up",0.006805019417,0.039192978,4.9390072,10964,2.30422107185398
"NR2F2","up",0.006814245843,0.039226957,7.0481388,7026,2.81724233573675
"PGK1","up",0.006814779124,0.039226957,12.0359482,5230,3.58927789765132
"FREM1","up",0.0068168788479,0.039227934,2.4148256,158326,1.27191900061365
"NFYC","up",0.0068220375744,0.039246508,6.36219,4802,2.66952345706521
"MRPS24","up",0.006835470841,0.039293815,3.8187554,64951,1.93310251500933
"SPTB","up",0.0068360604995,0.039293815,2.1995651,6710,1.13721830097856
"NEMF","down",0.0068484526272,0.039348491,6.0435826,9147,2.5954040242181
"OGG1","up",0.0068494445841,0.039348491,2.2532196,4968,1.17198792626396
"RASSF1","up",0.0068759710025,0.039456271,2.0549472,11186,1.03910132564576
"GOLGA2","up",0.0068808598535,0.039465797,6.1766803,2801,2.62683165988983
"ACHE","down",0.006881514669,0.039465797,2.4081507,43,1.2679256775377
"MRPL30","up",0.0069009331153,0.039543977,11.9972765,51263,3.58463503189687
"KRT72","down",0.0069039757499,0.039543977,2.6961221,140807,1.43088583371402
"TRIO","down",0.0069042805317,0.039543977,5.6451835,7204,2.49702047740878
"UBE2A","up",0.0069048745704,0.039543977,3.5794088,7319,1.83972132163995
"CAMK2B","down",0.0069112353252,0.039569256,2.5540807,816,1.35280410986854
"ACAD10","up",0.0069201566085,0.039605385,6.1601619,80724,2.62296826800747
"ESCO2","up",0.00692144285,0.039605385,3.536267,157570,1.82222720714836
"GPX8","up",0.0069412562081,0.039696408,7.4292275,493869,2.89321220539918
"PAX7","up",0.0069555251483,0.039751343,2.582852,5081,1.36896497795713
"ZC4H2","up",0.0069567295134,0.039751343,2.1808337,55906,1.12487976111454
"TTI1","up",0.0069631289829,0.039755347,3.8113289,9675,1.9302941114103
"EMC8","up",0.0069651652344,0.039755347,2.0354111,10328,1.02532021072382
"GTF2F1","down",0.0069670237795,0.039755347,4.8792238,2962,2.28665165824759
"GGCX","up",0.006971649772,0.039755347,4.6109818,2677,2.20507397130144
"IDI2","up",0.0069719120881,0.039755347,6.1660302,91734,2.62434195549821
"SH3BGR","up",0.0069723335464,0.039755347,4.1395298,6450,2.04946690450402
"BICC1","down",0.0069735048428,0.039755347,3.5781286,80114,1.83920523961122
"PIWIL1","up",0.006977254915,0.039755347,2.1036667,9271,1.07290614552969
"CTSB","up",0.0069796643059,0.039755347,6.6952938,1508,2.74314736466131
"METTL12","up",0.0069797691532,0.039755347,2.176915,751071,1.12228507703805
"TIE1","up",0.0069809019943,0.039755347,3.2371154,7075,1.69470879713193
"MAN1A1","down",0.0069921285533,0.039796979,2.1150591,4121,1.0806979763881
"TFR2","down",0.0070079334374,0.039853455,3.3069135,7036,1.72548530898438
"NEXN","down",0.0070307051191,0.039965102,5.0203951,91624,2.32780090727973
"NPC1L1","up",0.0070314983399,0.039965102,3.7985782,29881,1.92545952180736
"RRM2B","up",0.0070343181998,0.039969952,6.2901592,50484,2.6530965312769
"NUCKS1","down",0.0070389040099,0.039984831,4.2875,64710,2.10013667128545
"SLC25A21","up",0.0070448256522,0.040000077,2.393863,89874,1.25934058967649
"AAR2","up",0.0070455240685,0.040000077,3.1477192,25980,1.65430684744124
"LILRB5","up",0.007067294775,0.040112473,2.6177452,10990,1.38832467841911
"DAZAP1","up",0.0070794749778,0.040159176,13.3200482,26528,3.73552739785023
"TTC17","up",0.0070846241481,0.040177061,2.5056012,55761,1.32515680868733
"DEGS2","up",0.0070865812502,0.040177061,2.0922092,123099,1.06502711387595
"AGK","up",0.0070982553554,0.040209599,3.2650755,55750,1.70711635232798
"PALLD","down",0.0071036475337,0.040228932,2.9955266,23022,1.58280964455886
"CEACAM20","up",0.007110979737,0.040254996,5.1316822,125931,2.3594318285179
"MOG","up",0.0071122111208,0.040254996,2.7941265,4340,1.48239733813871
"CTNND1","up",0.0071344465684,0.040358371,3.7533267,1500,1.90816987188127
"GNG11","up",0.0071491461853,0.040406483,2.4534723,2791,1.294824983296
"SRPK3","up",0.0071493530028,0.040406483,3.1816449,26576,1.66977282699623
"KIAA0895L","up",0.0071529847783,0.040407008,5.978573,653319,2.57980117480832
"SERBP1","up",0.0071701970621,0.040481738,2.5705297,26135,1.36206568113908
"LRP11","up",0.0071832275011,0.040540427,4.272202,84918,2.09497986273439
"TK2","up",0.0071845813991,0.040540427,2.9331353,7084,1.55244362143136
"OXCT1","up",0.0071892956642,0.040544399,3.2354861,5019,1.69398247925811
"PPP1CA","up",0.0071954628751,0.040544399,5.518235,5499,2.46420689672661
"ABCC11","down",0.0071956746884,0.040544399,4.0000708,85320,2.00002553547624
"CDC42BPA","down",0.007197103038,0.040544399,2.9722128,8476,1.57153741147347
"FNDC3A","down",0.0071988821853,0.040544399,8.9171303,22862,3.15657949847869
"LGI4","up",0.007200815901,0.040544399,8.4213559,163175,3.0740525364651
"C22orf29","up",0.0072012437543,0.040544399,4.9129791,79680,2.2965981018224
"VIP","up",0.0072050457608,0.040550535,2.808435,7432,1.48976641275706
"ENTPD1","up",0.0072063238951,0.040550535,3.5049306,953,1.80938587817967
"SPATA9","down",0.0072106829655,0.040557646,3.9868108,83890,1.99523514173393
"LRRC15","up",0.0072115785084,0.040557646,3.7760529,131578,1.91687897604326
"RECQL5","down",0.0072159931781,0.040569757,2.8578933,9400,1.51495205414037
"PABPN1","down",0.0072206785413,0.040575143,3.9064482,8106,1.96585748399728
"GPR25","up",0.0072350377429,0.040633363,2.3574716,2848,1.23724039113963
"NPLOC4","down",0.0072388911581,0.040643774,5.2380954,55666,2.38904233533829
"SNX25","up",0.0072416376063,0.040647966,2.5867638,83891,1.37114832610384
"IQCK","up",0.007253088288,0.040679577,3.4986201,124152,1.80678601707797
"PPAPDC1A","up",0.0072555724676,0.040679577,2.9876861,196051,1.57902857993358
"TGM3","up",0.0072612480634,0.040679577,5.5885684,7053,2.48247876129109
"FAM59A","up",0.0072612794115,0.040679577,3.5651126,64762,1.83394764325997
"TRMT10C","up",0.0072703022145,0.040684277,2.7134303,54931,1.44011785058714
"BRD3","down",0.0072705569342,0.040684277,4.0161907,8019,2.00582777412245
"DEK","down",0.0072724500592,0.040684277,4.7073007,7913,2.23490001460406
"ZADH2","up",0.0072727514524,0.040684277,5.0339268,284273,2.3316842379441
"TPM4","up",0.0072817895241,0.040715921,2.3633683,7171,1.24084447196088
"CASP2","up",0.0072861515203,0.040729106,2.3147325,835,1.21084547935079
"SBSPON","up",0.0072917462881,0.040749173,5.2545015,157869,2.39355390070665
"KCNRG","up",0.0072967074142,0.040765689,10.9517203,283518,3.45308560154872
"EVI2B","up",0.0073062394931,0.040807727,8.7632649,2124,3.13146846999632
"CNTRL","down",0.0073097587556,0.040816167,16.152694,11064,4.013702897349
"SEC24D","down",0.0073189840663,0.040853038,7.5795581,9871,2.92211373948837
"CYP7B1","up",0.0073203820656,0.040853038,3.6813214,9420,1.8802237105871
"MAGEF1","up",0.0073227851239,0.040855231,2.7895395,64110,1.48002698015482
"DPM2","down",0.0073274695883,0.040861995,2.6532884,8818,1.40778149827161
"CD9","up",0.0073280183328,0.040861995,4.9397065,928,2.30442532448735
"LEAP2","down",0.007338093191,0.040906951,2.0001359,116842,1.00009802779757
"IL1RL1","down",0.0073462247834,0.040941053,13.1392143,9173,3.71580710271014
"DERL3","up",0.0073519093184,0.040950276,3.732238,91319,1.90004098792377
"AFAP1L2","up",0.0073659345232,0.041017156,4.3589158,84632,2.12396933581036
"A1CF","up",0.0073765786826,0.041053933,2.2805609,29974,1.18938869637627
"HBG2","up",0.0073821998042,0.041063233,7.987654,3048,2.9977718411325
"ZDHHC13","up",0.007382290531,0.041063233,3.6900951,54503,1.88365799745923
"MRPS16","up",0.0073908039301,0.041088571,4.5628561,51021,2.18993715584581
"THOC6","up",0.007390888843,0.041088571,3.3743577,79228,1.75461291513793
"CNPY3","up",0.0073965647335,0.041097643,5.0421848,10695,2.33404899506233
"DMD","up",0.0074048101698,0.041132213,2.165147,1756,1.11446497828758
"RASSF7","up",0.0074138308809,0.041159823,4.6184203,8045,2.2073994717551
"TMEM64","up",0.0074274471792,0.041207883,7.3871892,169200,2.8850255282951
"ENTPD7","up",0.0074302854566,0.041207883,3.1230478,57089,1.64295465078507
"WDR83OS","up",0.0074415370792,0.041239207,2.083406,51398,1.05894400937901
"MPDU1","up",0.0074423327385,0.041239207,3.0982683,9526,1.63146208225507
"RHOJ","up",0.0074462950631,0.041249917,3.9175461,57381,1.96995025181338
"KCTD6","up",0.0074493995647,0.041255871,5.8180952,200845,2.5405469030804
"B3GALT6","up",0.0074520710218,0.041259423,3.1207317,126792,1.64188432915136
"SCG2","up",0.0074558143224,0.041261484,3.3441741,7857,1.74164995706843
"TMEM38B","up",0.0074585063268,0.041261484,4.4620905,55151,2.15771977458097
"LRRC27","down",0.007462146101,0.041261484,8.293865,80313,3.05204456455571
"ATOX1","up",0.0074624467422,0.041261484,3.7580649,475,1.90998998163281
"PGM2","up",0.0074625936076,0.041261484,5.7061243,55276,2.5125111743715
"PLA2G3","down",0.0074696166007,0.041289083,2.3337003,50487,1.22261929820636
"RBBP6","down",0.0074727437571,0.041295138,3.508252,5930,1.81075238121841
"AK4","up",0.0074807891979,0.041317131,2.8864579,205,1.5293001832864
"LCTL","down",0.0074946207816,0.041371039,4.6368656,197021,2.2131499106625
"BAG3","up",0.0075004707868,0.04139209,3.2531658,9531,1.70184435227213
"SQLE","up",0.0075051822892,0.041406849,14.1605536,6713,3.82380576287625
"NQO1","up",0.0075131382394,0.041410246,4.3159483,1728,2.10967758313447
