ID	GeneSymbol
191295	NUT
132453	RAI14
168383	CTSG
135323	C6orf190
139378	SOCS5
232730	C8orf21
120248	MFRP
130373	ADAM32
152363	RPS6KA5
158262	F2R
154821	APOBEC1
192573	RALA
164821	DHX9
137725	CSTB
104764	LOC93343
200703	PYC1
157928	MICAL1
128156	DKFZp434B1231
134430	ATPIF1
132706	PPOX
141828	MYST2
545168	FLJ44968
122674	DISP1
105053	MNAT1
109215	CCNG2
180903	ADAM22
193695	MAN2A1
144879	APG12L
171586	PTPRG
206144	MLLT2
164849	KIAA0863
207078	FLJ90834
168452	MGC17299
152836	KRTAP4-7
164545	FGF3
162128	HMGN3
163758	EVER2
138839	MGC8721
111079	VSIG4
225929	C2orf15
123560	ZNF339
206430	ZCSL2
131538	na,DNAJB6
125916	RFC5
169837	CRYGD
111427	OVGP1
166415	IL1RN
104762	LENG1
163861	FGD6
206836	LIMS3
223078	GFAP
187438	MGC26856
114539	EPB41
133936	FLJ14146
109758	MICA
210150	CCNDBP1
148186	STMN3
162366	HES4
197333	CASP8
162227	CYLD
180648	PRKAB2
215140	ACVR1B
117855	TAS2R10
204077	CFDP1
153942	PIGQ
110570	COL5A1
157032	FLJ10560
188358	MGC21830
169243	DHRS7
195786	ACSL6
113680	SENP2
162944	C11orf17
182774	NME1
151530	FCMD
182131	MARCKS
126260	PTPN12
183094	NOV
193261	FLJ33915
133129	CALCR
184179	MGC14161
115927	ARPM1
101520	PSG5
215143	WWP1
235303	KIAA1920
143383	TAF10
144837	FLJ34283
195587	RNF41
206533	dJ39G22.2
124058	PH-4
200401	CALM1
210785	CLPS
210893	FLJ37964
141394	ICOS
157685	UBE1C
195622	SH2B
146709	FLJ10808
156311	INS
176192	CDC26
108145	KIAA1143
217187	EPHB2
175270	SPATC1
203198	ZFP28
214065	ODF1
204758	RXRB
195966	EIF4E
128603	PHF2
158495	DDR2
156226	FLJ10404
202019	IDE
183763	UNC93A
227955	FLJ25328
144405	AZI1
183842	PLS3
140842	KIAA1202
175788	SCAM-1
179906	MSR1
203794	NEFH
224438	FLJ35773
170320	PUNC
210461	LAPTM4A
214956	UNQ1912
143286	LTC4S
131318	KIAA1411
204023	RHPN2
120682	C20orf6
144244	HAN11
183393	IGSF10
154482	CYYR1
163612	IER2
199673	ZNF642
188301	WRN
189009	FLJ10233
108749	ING5
192289	MGC14156
154453	LOC81569
106526	F11
132506	CAPZB
136297	PCDHA11
704151	na,GAGE8,GAGE6,GAGE7B,GAGE2,GAGE4,GAGE5
100594	LY6K
228328	LOC153684
100442	KLF13
201500	SFRS12
225771	ZCCHC5
161157	GLTSCR2
126163	FYN
179054	PRDX3
221462	NALP9
210028	RDX
207029	MLH1
206191	C21orf69
173780	S100A1
164075	ZNF42
109046	UBE2D4
128922	E2F3
126466	SYCP1
142438	POLDIP2
137372	OR56B1
194114	FOXO3A
161767	EDA2R
187311	C18orf10
107513	SYNJ1
123896	ABCD3
158439	TCF20
208652	ACP1
209462	PSMC1
149542	DVL1
214713	SNRPD1
218577	FLJ37549
136595	XTP3TPA
169512	MGC14141
143938	SLC13A2
171118	CHPF
209035	ZNF311
190260	ZZEF1
142688	MGC13096
140906	HIPK2
209132	C13orf1
128198	NFKBIL1
145045	PREX1
164940	C20orf135
164182	MYEF2
592613	LOC339476
108883	SOCS4
112812	SPATA8
137136	GULP1
134713	PLA2G2A
204201	HSFY2,HSFY1
170769	LOC220929
119554	CLEC4A
198422	PDP2
105946	HTR5A
194612	C20orf114
174420	NOL1
212461	FLJ44060
187082	GATA3
193422	PAXIP1L
115807	ECHS1
200569	B3GNT1
156186	ARRDC4
193199	HBXAP
166056	HOXD10
148503	NAB2
148824	MOGAT3
703181	IFNE1
135453	AVPR1B
232228	CREB5
201838	RIMS4
116941	NSFL1C
215025	ZMYND15
184175	MGC27434
169515	ZNF529
711271	KRTAP6-3
195045	MLL
197499	C14orf68
202961	WISP3
157464	HSD17B1
123062	FLJ20485
112201	ADH1C
126340	MC2R
142416	SLC38A6
125028	KLF10
108830	GPHA2
150497	CBFA2T3
197776	OR2Y1
174455	HAVCR2
134831	KIAA1822
115555	C17orf35
179008	RPL15
456592	LOC112714
209447	PEX14
178131	PCOLN3
219755	FLJ39599
111700	HCAP-G
183223	UGT2B4
234760	XG
181105	DPM2
179484	NEK6
216382	TMEFF2
191516	IMP-1
707408	TAS2R48
212085	AK3
135512	LOC283377
120238	R29124_1
124662	CLYBL
217154	KRTHA2
200670	TADA2L
174654	FLJ20859
129462	HAO2
272105	TP53TG3
179739	ANKRD5
190778	EPHB2
145191	STMN3
177757	EXOSC2
184645	PLVAP
120350	ZNF537
223348	RTTN
129247	FLJ34922
129972	PXMP2
186776	MGC33894
160195	DHRS6
210521	ASTN
144878	C20orf175
536185	RPS6KB1
111525	KIAA1977
164195	HLA-G
204773	MT1A
180649	MGC2494
210245	TOR2A
232652	DALRD3
157169	GPR1
143688	ZNF312
103034	API5
118292	PROK2
153800	TRIM14
208765	CENTA2
205542	ADAM30
114902	NTE
142105	DPH2L1
178167	TENS1
162878	ARRDC1
126184	NTRK2
124380	OMD
140913	MRPS30
182980	SPTLC1
155110	MGC9712
216123	MED12
209676	SDC2
200711	TARBP2
205128	FOS
224105	NOL6
225150	FLJ30277
123534	MCTS1
184795	TIMP4
191571	KLHDC3
223006	FLJ38564
163516	GSTT1
185798	GABRB2
165789	NUDT9
208674	RBM15
141342	ST13
193865	KIR2DS2
163400	FBXO17
141136	ARHGEF2
106012	SLC25A20
168414	BF
167444	PRR4
218178	SPG7
166394	CABP4
108456	KIAA1967
171580	VAMP3
169760	TAOK1
147942	EDG6
136473	TIMM8A
142719	SNCB
225902	BCL11B
182445	RAB5B
151867	SSRP1
144351	MARVELD1
116206	HNRPU
225533	FLJ34154
200608	ZNF208
173022	CD151
144542	TCF7L2
134225	LOC124220
102347	MIA2
166020	CYR61
105692	MGC12466
177814	SCN4B
174740	TRIM2
223539	TNRC6A
217841	LOC148137
198198	LPGAT1
165395	SCNN1D
205160	RFC1
200516	ZF
130116	CEP2
187521	MYO7B
205290	ASCC1
235457	KIAA1049
129713	C9orf39
168683	CCDC13
158533	MDS1
208748	CNAP1
141639	KRT16
209321	B3GALT2
159220	FLJ10156
105567	GYPA
104189	NNT
143083	CARHSP1
152367	PCDHB13
204279	C3F
152041	GALNS
217502	FLJ31166
234314	FLJ38736
158210	HSPC121
213376	MLH3
198329	OR2J2
113095	CHCHD6
113162	MGC39520
154377	CST8
223546	RPL12
115171	C21orf66
193628	APG3L
192720	PNRC2
141980	LYAR
138101	C7orf29
135111	PDCD10
118774	ODC1
161007	COX17
185760	HSU79303
105909	KIAA1559
132093	ACAD9
205337	PKIA
211534	FABP7
159617	ARMC7
207998	ERO1LB
518960	na,FLJ35785
190308	FLJ40629
172303	ATP6V0C
204942	KLRD1
155638	NAT1
171589	ZFX
162818	EDEM1
114689	PPP2R3A
176304	PNMA3
199058	MGC42718
170266	PDLIM4
123258	DBH
112914	TBC1D22A
111931	FLJ13213
187193	SLC24A4
115200	PEX5
178408	PPP1R3D
209531	PEX19
127779	PAI-RBP1
149355	MBD3L2,na
128903	GNL3
138669	OR8G2
103392	TTRAP
211883	DGKG
169205	MGC42174
133942	C20orf98
196461	NIF3L1
196722	STK22C
212486	ZNF343
219111	DERL1
218065	MTMR1
158257	SFRS1
220381	EYA2
101192	FLJ32065
134523	SPINT1
175418	RP11-19J3.3
129422	NOL8
178655	IL17RC
161744	SRPR
127566	LDHD
226334	C6orf146
193094	CNR2
219866	C9orf84
162146	KRTHA1
195707	HSD17B2
230234	LHX2
114141	SCGB3A2
112918	RABL4
184781	GRK1
119757	FKBP2
111712	p44S10
144399	HRASLS3
190719	CAPN7
125499	CACNA2D1
184158	PSMB9
202037	GALNT10
144595	PET112L
111306	COL4A2
164074	INDO
194079	PPIE
261063	GJB7
153620	LSM2
108491	NID2
130495	FAM19A2
181999	PPP1CA
225961	ZNF258
146508	SMYD5
172172	MOCS1
138281	RXRG
145390	FLJ32955
207077	RAD21
181636	STK17A
167114	RALGPS2
221988	WWOX
107842	COIL
177223	KIAA1609
202845	IL4
168788	MGC2494
153630	C16orf5
193383	KRTHB1
140411	HSPB3
180876	FLJ36888
211923	C16orf33
196411	RYR2
227100	LOC126731
206893	HERC3
138914	BECN1
156494	CDK10
176287	MADD
118650	FZD6
112102	C9orf43
181287	OR3A3
102174	CSAD
159563	NPHP3
177291	HKE2
219147	STAT3
105589	UGT1A8,UGT1A7,UGT1A4,UGT1A6,UGT1A3,UGT1A5,UGT1A1,UGT1A10,UGT1A9
129457	NUDT16
196345	SLC12A1
135801	RAB9A
183854	C18orf4
197767	ZDHHC15
109548	GPR21
196792	ENTPD5
122087	MOV10
188969	WFDC1
211289	BTBD4
215824	MRPL2
213246	KCNMB1
141381	FAIM2
219856	PSMC5
184710	MYH14
193334	ENPEP
170985	MMP10
196286	GML
107316	PTEN
119654	AGTRAP
141908	PECI
187988	FUT8
127184	MGC50811
180500	DGCR14
204148	ZNF482
117437	TFB1M
167958	LW-1
190174	MFNG
214524	RAPGEF6
207416	CDCA7
156072	ILT7
201094	LMNB1
169324	GRIN2A
137608	FLJ38482
171110	KEAP1
200919	PPP4R2
177289	GDAP1L1
162321	SCARB2
147693	RPL23
124802	C1orf14
168033	LPHN3
171123	SEC5L1
215452	ARNT
147885	HLA-DRB3
199775	APG4B
156580	BRF2
225012	Cep192
197485	TRPC5
136723	PCSK4
158090	TGFB2
207006	ZNF197
198749	EFNA4
110692	FLJ44691
226827	TTC21A
139799	MAP2K1
194568	ZZEF1
186061	PNPLA5
151062	MRPL42
196622	LUM
148153	DUSP4
132622	MASS1
235077	SOX2
146773	USP29
131372	GUCY1B3
114627	CORO7
202429	GJA4
137377	ESX1L
100503	SDHD
147105	CAPN13
167234	NRK
162225	HLA-DOA
192178	GRTP1
107053	SNF7DC2
127879	LRRC4
100385	ZFR
102711	MGC5391
163051	APOB48R
120870	EIF4EBP3,MASK-BP3
102598	MGC11335
137145	RS1
215685	LYCAT
219630	C10orf111
138803	MRPS26
208813	PLA2G5
186788	IKBKG
184453	AMH
153482	HRH2
151472	OXCT1
166663	GNPDA2
209590	PHGDHL1
149431	FOXJ3
125512	CYTL1
193811	FTL
129448	FLJ22639
147178	KIAA1117
157198	MGC43690
194101	DPYS
207014	CENTD2
172174	HPS1
216576	ACTN1
164530	KIAA1623
114433	SLC27A6
139743	C1orf43
109181	C9orf65
183410	FLJ35696
165436	FLJ42117
172944	FLJ11000
215306	FLJ13456
187603	PCGF4
183798	EIF3S1
192374	LRPPRC
154792	GALM
198609	HSPC016
141421	PCDHB1
149740	PYGO2
127830	SLC38A1
157102	PLAC8
212324	CAMLG
104276	CLEC4E
122916	MGC33530
131706	CRKL
199219	SPHK1
155177	KIF12
165546	TSSC1
103002	na,FLNC
150628	ATXN3
126554	LOC148213
222693	MYOM3
103451	CHMP1.5
134014	ST3GAL3
130755	SULT1C2
215347	C10orf58
217487	RFXDC1
172690	ANKH
203438	IPP
146597	KIAA0103
106323	KLK10
193551	CNDP1
196110	CSNK1E
125853	FLJ31204
178759	NRTN
125250	DUSP15
150790	S100A16
179545	AES
161300	AACS
179302	F2RL3
110852	ELP4
114584	ATAD2
119546	TMEM22
155671	ARSE
145949	NFAT5
108383	WTAP
137699	FLJ20211
199239	IL13RA2
225045	TGIF
152734	YWHAZ
191272	ZNF548
161798	GPSM2
194890	RIPK5
193226	LOC89894
107393	AUH
150769	GYPE
119443	TAIP-2
167033	DNASE1L1
131856	RANGNRF
119620	MYH1
233540	FLJ32252
102914	GABRD
142499	JUB
172479	C20orf42
213805	NARFL
119230	MAFA
213722	RAB21
207681	SLC34A1
110527	OR6S1
163587	FLNB
127294	HAPLN1
107789	na,GRINL1A
172824	THG-1
160758	CASQ2
140413	MGC15875
132844	SLCO4A1
178534	PSMD8
212822	SYT11
234896	FLJ90650
117674	LGICZ
211461	KCNG1
193177	SUPT4H1
208863	KCNC2
190183	IFNGR1
152997	RAB8A
149508	DNAH7
206226	C21orf18
197325	SOST
127009	RBP3
234977	FUT11
117300	RPL14
123808	C1QL1
133347	GSTK1
159066	KENAE
207809	MCEE
198252	RNF133
138204	MOPT
216366	EEF1B2
122538	NSD1
199514	NAG8
119211	SCTR
199821	S100A3
196409	RNH
214695	FREM2
211692	TNFRSF1A
215759	C5orf4
149389	ABAT
200088	IFIT5
203117	ZNF175
181581	DUSP19
137897	TNFRSF12A
114014	CHST11
141689	CCND1
174197	PCGF3
224302	FLJ13149
692566	FLJ40343
145266	IQCC
214046	DOK6
159448	PSARL
201106	SOX9
112781	KCTD8
701566	RESP18
112968	HHLA2
189353	TMEM35
129598	ATP1A4
103185	HNRPUL1
714848	FLJ35530
199005	LTK
228105	UNQ541
204042	AP1S1
141605	TIGA1
117790	C9orf156
173500	PHF13
212790	CDC16
173078	VEST1
211621	TIGD7
116549	MFN2
202363	NFKB1
118831	PDF
182292	NAALADL1
155708	GMNN
162743	C20orf24
207837	KCNJ14
170705	FLJ45910
151219	PRDM13
168370	GOLPH4
180376	FMR1
120185	SEP15
179862	FLJ12949
187172	PGAM1
187138	HOMER2
235296	FLJ25818
103694	HMGB1
186170	STAR
144614	USF2
171166	MGC14151
128464	DAZL
169560	HIST1H2BE
171414	GIT1
136075	CBWD2,LOC220869
104054	CDC42EP3
100963	FAF1
195693	CUEDC2
192124	SLC35B1
181204	SDCCAG10
208646	PLA2G10
165155	AIPL1
109646	PTDSR
139821	GCC1
208640	NET-5
181959	ANGPTL4
206424	ELK4
161219	MPP1
164637	ZNF76
130362	TDG
151082	BCKDHA
180560	LAPTM4B
116787	TMED6
201198	HSD17B7
117816	SYT1
155970	LOC201895
169119	FZD4
112181	NUP133
104351	PRIM2A
112861	TITF1
216239	FCER1A
104280	GMEB2
207155	MRPL24
136576	FSHB
131475	PRSS8
141815	RPL24
134875	FLJ90119
182089	TJP3
178755	VRK1
206544	SLC22A9
174579	EVI2A
159775	SLC17A4
104013	SGPL1
219614	SAMD8
119826	HACE1
209797	CASC3
140702	RIPK3
113124	TARSL2
165844	TBN
149065	FLJ10661
202485	ESR2
226018	IMPDH1
177128	C21orf55
226063	IL12RB1
112773	PCYT1A
123221	CCL19
104123	C10orf12
209246	WDR40A
163917	FLNA
144487	SNRPD2
231141	KAAG1
150307	LYK5
123751	GYPA
177951	LOC93081
217174	TRA1
110240	TRIM31
166043	FLJ39155
198005	LPPR4
204241	EIF2B2
208239	CRABP2
173605	PARC
229669	HILS1
181268	KCND2
147124	VGLL1
199477	PCDHB3
160893	CSPG6
116804	PTPRA
180198	FLJ13096
215303	MARCH7
195416	SDBCAG84
215041	TP53I3
203313	ASPSCR1
172196	MGC70857
105197	AGTR1
115917	SON
201537	PLB1
196893	HMGA1
100681	LOC203427
162975	GLI4
223019	SCD4
130092	LGALS7
10685079	TP53TG3
110732	NRG4
199244	FLJ14525
188191	na,FLJ45445
211294	TRIM6
112044	NCLN
109744	ARPC4
158490	LOC222967
190997	CGRRF1
195465	BCL10
198737	HIST1H2BL
141649	FLJ12584
128211	RPLP2
179123	DZIP1L
171928	SPIRE2
221314	MTVR1
104360	SH2D2A
214252	WDR5
129886	FLJ22313
132795	RIPK1
189125	STS-1
201029	LOC284013
130933	RHOU
141824	FLJ20647
110353	TIE1
140373	DKFZP566M114
176164	HIST1H4J,HIST1H4K
126636	MOS
115349	ZNF277
216353	ADAMTS1
178818	RRS1
123197	GLE1L
112217	IL17E
173260	ZNF278
166052	APLN
137355	RPIB9
170559	CRYL1
128456	TIZ
155968	SRF
130678	PA2G4
122023	ITR
148258	CPT1A
191290	na,FAM35A
140620	AMICA1
143831	TNC
217593	PP784
151469	GPR114
180205	na,CTRB1
195779	ADRA1B
168194	KRT20
133397	MGC17839
188502	FLJ23514
189372	CNGA1
180243	LCE3E
119344	FLJ46154
231238	KLF13
188486	ABCC10
210016	BMP6
175960	MGC42090
136293	Sharpin
177190	NRAP
193480	ZNF157
145556	TAP2
157407	PELP1
155665	PDXK
156960	FKSG83
156170	RYR1
188269	LOC253012
117765	PSCA
207384	MGC27085
199118	PBX4
191919	DRB1
210706	T
146897	PRKCDBP
118791	ZNF253
706837	KRT6B
170069	ALOX5AP
122069	ADCY3
154370	CRLF1
177316	C20orf179
171671	WNT3A
105435	C20orf22
139124	OR5A1
153602	FBXL18
145751	ARHGAP9
155303	SLC27A4
186213	ASCC2
188263	BAZ1B
100510	JAM3
137096	FLJ12975
117496	MYO9A
136444	BRSK2
224078	FLJ44112
134286	RRM2
129034	SPTBN2
135934	ADAMTS12
207953	ARID4B
194205	C9orf127
108545	DCPS
221879	PPP1R12A
157110	IQCF1
172951	CARM1
210798	CARS
108823	GREM2
185732	C10orf118
157608	RPS25
199968	LGI2
112721	BCMO1
208081	LOC167127
129187	MEPE
114958	HTR7
122351	C3orf19
194327	RAB6C
207461	NRAP
136586	FLJ10925
182840	FLJ10378
200021	LOC90321
113462	GIMAP2
192082	TAS2R3
110995	LZTR1
119936	ZNF536
186752	RHD,RHCE
159694	LRCH1
190682	RPS4X
160517	DKFZp434N062
158708	FLJ20551
170781	TKT
10651773	OR5K1
109524	PPP2R5D
111783	CCDC9
180797	LUC7L
119754	FLJ37953
131889	ASB11
120637	C12orf14
112131	ZNF322B,ZNF322A
216585	SULT4A1
121778	HSPA12B
200855	CXorf44
170759	CNTN2
104511	MGC23937
117541	FLJ20718
186379	ZNF511
142098	DKFZP564D172
111774	DEC1
201407	OR6F1
187207	ELAVL4
157770	MAP3K15
169526	SPON2
111908	PRKD1
131320	KCNMB3
219069	CDH24
164213	PDHA2
152261	FLJ21075
110058	OR2Y1
111229	MMP27
204761	C20orf43
109417	TTC11
150758	MGC4093
149095	KRTAP8-1
163842	TBX19
189108	ISOC2
176789	OR4X2
105885	SFRS16
207329	ZNF526
165334	RBAK
216187	MPN2
140087	PI4KII
171579	FLJ45850
100431	PEX13
203338	CAPN9
187480	TSNAXIP1
132987	RLN2
111620	DIO1
160358	CHRNA7
204405	FIGNL1
178093	SEMA3D
105249	CCR8
149721	MDS025
173526	C6orf109
140209	RP4-622L5
208980	MBD1
157556	EXOSC5
205030	TSPYL5
193100	SLC5A5
112734	ZGPAT
105603	SPOCK2
101597	C5orf19
199204	AIG1
126682	RCN1
166780	COPS2
138864	FRAS1
208526	C22orf9
173430	FLJ32001
164838	MGC35043
169590	TBX20
170202	TTC15
136049	MGC25181
187979	PCCB
184696	GSC
132362	na,TRIM51
219633	C2orf3
115141	COG7
198762	CD1D
217145	MIG-6
178790	TNFRSF4
100566	RNF8
200110	GRM4
201047	ZNF605
150377	OR2B11
185299	C10orf117
185021	LOC116143
176291	CSRP2BP
129509	NOLC1
176736	SPATA3
119300	FSCN2
120394	KIAA1530
152007	ZNF271
161318	MPDZ
174632	OCA2
119769	LTBP1
154923	COL7A1
155534	ZDHHC13
200235	PDCL
185460	CDC42BPB
196537	SDK1
152620	C21orf58
217936	BUB3
227204	MGC45800
127701	MGC29937
154597	C10orf25
190013	ZNF586
129930	OR2A12
182118	FHOD1
108322	GPX5
193459	XRCC4
184567	LRRN3
143529	ZNF431
142201	LRP1
203632	SND1
177286	SCN7A
109533	ALDH1A3
122471	FLJ20406
182989	CRIM1
167377	GPR22
175376	SSR4
109768	HBS1L
179125	MUCDHL
122174	CBLN2
191816	LOC283537
183314	KCNQ1
160182	DKFZp761D221
703319	FLJ35816
141447	RPS9
189042	MAGEA9
154498	HIS1
120765	TIP120A
106171	PPIB
707986	FLJ46154
148728	C6orf25
190304	SLC27A2
214476	SEC11L1
205229	SMPD1
161618	CDX2
208017	OR12D3
169540	C21orf77
202951	GDNF
111032	P2RY13
165294	MGC8974
144620	LOC152195
129951	PHACTR4
174388	D4S234E
159364	na,HYDIN
105812	NAT2
139877	GALGT2
181312	QTRTD1
222416	PIPPIN
125898	EPB41L5
158147	IPO4
218059	FLJ25168
148644	CHRNA1
186354	ZNF85
116275	KRTHB6
697045	ODF3L1
139130	NEXN
184655	TLR8
130410	NSBP1
122088	KIF13A
147539	PPARGC1A
198470	TEX13A
128863	EIF2B1
177445	IER5
104096	WBSCR18
177586	SEMG2
202781	ITGB1BP1
198427	UCN2
150608	FLJ33069
174671	OR51L1
121332	FCHSD1
170701	ARSA
223391	GNA12
203659	RERE
135015	ADAMTS10
176266	CLCNKB
134383	CHD1
227174	FBLP-1
104287	ZNF100
225818	TAC4
150037	LYZL6
143895	CCNF
162841	KIAA0882
220854	PPP4R1L
221542	C20orf75
199972	MPV17
226997	FLJ33860
218126	COMMD6
127828	ARMC5
106355	SSFA2
148149	STK11
150381	C1QG
140974	CYB561D2
180365	RRAS
201682	KCNK1
192715	DONSON
131117	KIAA0256
104115	VPS4B
154319	SLC22A14
184159	NPPA
205179	HSPC196
148791	TOB2
174614	ZNF569
267496	ZNF660
235190	VAC14
177098	SELT
176454	TSPY1,TSPY2
166567	RNASEH1
175560	LRRC18
170177	BARX1
181717	EPHB3
137801	PSMB1
212738	GALNT4
146066	C9orf95
200382	FLJ20255
152491	SLU7
214864	ELAVL1
108077	LOC389119
135433	MARVELD3
163568	STAT5A
118986	STARD3NL
105351	EIF2AK3
221188	LOC389199
214188	BRUNOL4
110971	SLAMF8
133654	TP73
211234	CEP1
219161	CSMD2
188449	HAX1
191279	JTB
135080	WWOX
175902	RAB40C
121972	MKKS
127600	FNBP1
210525	KCNJ16
108969	FLJ33318
184488	MAN1B1
155682	FAM31C
119823	FLJ37970
173735	PP3856
198558	MARCH5
189523	ICK
102013	ST8SIA1
150174	UNQ2446
182166	TCEA2
162796	C22orf3
135656	NPDC1
169041	KPNA3
104683	SFRS3
199557	BLM
150942	CORO6
152232	SLC24A6
116034	PTPRM
192654	SSBP3
163099	RYR3
107414	USP11
206398	DJ462O23.2
170287	RNASET2
104346	PINX1
171509	PDHB
178952	UPF2
167218	CDKAL1
193118	MGC20235
110781	ATP13A1
166341	PDILT
150647	PPARA
148630	AGT
180445	OPRL1
196961	PPP1R14C
114529	XAGE3
223043	PDE8A
170231	TRIM52
142757	GALK1
182278	GPR146
100352	LOC51333
170108	COAS2
155257	TRIM46
214857	HSU79274
149282	FLJ22662
234570	NAGA
214241	PXK
119292	ACTL7B
118180	SYT13
111378	KIR3DL1
213234	C20orf19
150521	CTBP1
112281	C20orf98
226775	WFDC2
147353	EGR1
151156	CHFR
227694	LCMT2
189947	PMFBP1
227646	C3orf15
116126	TBCD
136133	ARHGAP26
697257	GATS
177533	LOC387601
102234	CASR
183415	ZFP95
185906	TDRD4
110449	LOC152015
160124	FGF10
158624	SCGB3A1
142524	SP4
143174	OR52B6
121741	USP6
113262	COL3A1
138193	P2RX7
139693	LIPT1
173071	NRG1
128361	GDDR
129324	OR5D16
100955	FTSJ1
202929	ZNF614
140215	WBP11
201693	CHPT1
177089	VDAC2
109200	C6orf74
216954	SLC24A1
155941	HIC1
143043	FLJ10647
136199	FLJ40342
142379	C12orf10
170667	IGSF1
189529	HAT
212904	PLAGL1
155372	WISP1
162387	LGI1
170508	ABCC6
194873	HDC
128086	CBS
198629	OLFM2
203132	FLJ20273
166572	LASS3
224007	na,MGC24125
185816	GRIK2
163649	WDR50
101293	VPS35
172755	TRIP3
182661	FLJ10404
148053	MTCBP-1
194945	EXTL2
221950	GTDC1
157503	JMJD2A
167292	CHUK
114469	C9orf77
212181	FLJ12671
112290	MCM3AP
147437	SYNGR3
114882	KIAA0907
137501	FBXO21
102108	NMU
106848	SHCBP1
203903	MGC13040
126079	CIRBP
183932	MYLK2
155937	FKSG27
213008	MFAP1
199106	C14orf101
127893	HSPC072
135157	MAPKAPK3
123379	WDR51B
165541	S100P
140616	DUSP23
162813	FGF6
118892	MRPL22
133393	DMC1
164008	CLDN14
165362	EMILIN1
106600	GADD45B
224778	SENP1
152831	OXCT2
116433	PSENEN
200197	FLJ21742
216799	EZH1
185984	KIAA0261
111362	MGC10986
134550	ZNF287
130673	PCDH9
232872	AK5
113701	RGC32
183705	FCHSD2
142225	DPYSL5
111806	MGC35338
124025	PREP
123473	WHSC2
179098	LOC129530
135945	C8orf13
181713	COL13A1
180071	C9orf3
173312	PDE4DIP
200589	TAB3
136478	PC-LKC
213834	LIX1L
152091	C2orf11
202011	MAPK8IP2
190142	FLJ12716
197925	C15orf2
225103	C21orf81
104431	MRPS18B
120791	NOSTRIN
117896	TDRD1
209224	TUBGCP2
144742	C21orf106
174088	OR51B5
173149	LOC127540
117196	FLJ11200
134910	CAMP
209577	ATP8B4
188654	MTSS1
167566	LHFPL5
151302	GPR52
171576	EPS15
166278	AHR
183245	ALG1
114457	POLE4
206831	OR2A7,OR2A4
162965	LTBP4
180535	ADH1B
129911	MGC10485
216597	P2RX4
106245	FLJ31153
188381	HMP19
184744	FBXO36
187969	SAP30
177435	PLEKHH1
108003	TRAR1
173749	GNG5
159141	MGC61571
211422	PNLIPRP2
180215	RAE1
128414	C14orf132
128129	DKFZP564O1664
137081	BTN3A2
145859	PLA2G1B
137546	WNT16
200493	ZZZ3
367655	NFKBIB
186208	GPD2
168924	RHOJ
112800	TGM3
157271	FMO2
175038	ZHX2
194565	WDR5B
141858	FMN2
121817	COTL1
102973	KCNN2
205161	NMES1
117167	AHSA1
150934	LOC90624
176241	MYOD1
127696	ELF2
116629	CST9L
145230	VARS2
121267	Rgr
148806	SRCAP
181200	DIRC2
167073	CBLL1
609846	TMEM28
199582	ARV1
140323	OR8B12
140785	GPR54
154154	MRPL28
166305	ARPC2
157922	SST
195584	na,SMR3A
102924	ALOX12
163702	LAD1
130652	MRPL3
203507	TTYH3
166596	C6orf33
184851	LOC440590
120173	HLA-F
111499	EPS8L2
103564	WNT1
147778	LOC494115
143742	SF1
123711	HACE1
118834	KIAA0998
168588	MADP-1
187260	PTPRN2
177558	DKFZP564K1964
207913	NAG
125986	FLJ23584
115498	CDK5RAP1
187661	GMRP-1
132644	RHBDL4
146959	FLJ21963
210466	STARD5
154829	IMPACT
156325	na,FLJ25037,MGC16733
114474	HEPH
175937	RCV1
191122	TAF5
204492	MAP4
221844	TRY1
211204	HELLS
192845	P11
176213	MGC40499
187744	NTRK1
197684	DHX8
177404	HMGB2
183394	FLJ37659
181736	MGC50844
156236	KIAA0409
179446	BNIP2
164607	CPXM
130921	FEZ1
170793	RPS25
232016	SH3MD1
157410	RKHD1
116915	LRRN1
129012	SLC25A28
157336	NHLRC2
151841	PIP5KL1
704559	GZMH
202160	PPP3CB
130722	NAPB
208655	GUCA2B
140015	FRMD3
142557	GALNT8
149354	SPAG4L
193606	MGC40397
222729	TRIM4
195390	CCL4
132482	BCL11A
225251	TP73L
108955	OCLN
143121	DRAP1
206172	AQP5
359013	FLJ36980
184076	GMPR2
142563	MAPK3
210261	GFM2
176404	ALS2CR12
161154	CXorf2
188698	C7orf10
187321	CDH2
122151	MGC52010
224647	TIM14
161046	WNT3
113683	C4orf16
181007	SERF2
179697	PKP1
199461	ZNF553
186670	PFN1
706801	AGRN
179133	PON1
234533	ZNF543
179750	TDRKH
208862	F7
212389	MBTPS1
139162	TIMM8A
126778	PPP1R12B
186598	MRPL17
187463	RAB7
181879	MCF2L
189404	DCTN1
696328	HOXD8
212255	TFF1
172625	MGC34923
226910	KIAA1001
162119	G0S2
106937	EAT2
665519	ZNF248
185464	NPAS2
136318	CHST8
182794	FLJ23263
133849	PYY
127121	OS-9
175887	PLTP
210249	ANAPC5
143246	NVL
106876	FLJ31340
169202	na,CXorf48
162569	MGAT5B
155479	RTN3
226726	CAMKK1
172746	NUDT4P1,NUDT4
165865	BRI3BP
145056	C20orf133
108623	C8orf4
169952	BBS7
178858	GNB2
224965	B3GALT6
205027	CACNA1S
181362	RKHD2
188838	FLJ40773
175841	CNKSR1
220763	RAB7B
