GeneSymbol,Sui1,Sui2,Sui3,Ctrl1,Ctrl2,Ctrl3
TRPV2,6.7780848,7.161328,7.477262,5.1935043,6.3674746,5.0400934
CLU,7.097353,7.2631884,7.6638517,4.976384,5.106209,4.4149804
RTN4,8.233757,8.366135,8.410411,6.4386787,6.527937,6.8568616
STRA6,10.572983,10.821382,11.043462,9.551962,9.74716,8.58684
NEURL,7.6592665,7.9948335,8.040766,5.7614527,5.4400067,5.1601176
CCDC88A,4.3610873,4.8370066,4.945197,3.8388925,2.7417471,2.7142286
CYBASC3,6.180073,6.49575,6.900278,4.180135,3.905133,5.534527
RESP18,4.3847857,4.0480175,4.2597985,2.5609412,2.6099148,2.7142286
ZBTB9,7.5473385,7.769407,7.963838,5.1909776,5.2514334,6.0392466
ANXA7,8.386358,9.242726,9.302225,7.868034,8.319234,7.367946
SUPT3H,5.322221,5.106089,5.4219265,3.766561,3.9427345,4.2851615
CHST2,10.560951,9.208156,10.078015,7.5163836,7.562516,7.8948784
CEP128,4.2197857,5.365632,4.8592916,3.457037,2.513404,2.7142286
FOXP2,6.916269,6.117962,6.6949663,4.068802,4.127126,4.566949
G6PC3,6.7011595,6.506376,6.985056,3.0809124,3.963452,2.7142286
MRS2,8.93059,9.080367,9.240554,6.9323215,5.787806,8.087055
S100A11,12.763776,12.8905115,13.249166,10.885159,10.539252,11.211908
PLCE1,5.6098595,5.5164146,5.5999002,4.472463,4.3135004,4.612862
ASIC3,12.318783,12.105638,12.156523,10.489231,10.772397,9.731952
LRRC49,5.184171,6.4672585,6.359564,3.7608094,4.593124,4.2247972
SHQ1,3.461074,5.586961,5.7814937,2.6043348,2.5843623,2.7142286
RNF180,3.9950137,4.1643767,4.6149325,3.352815,3.51367,2.7142286
RSU1,7.6756983,8.802333,8.523306,6.740996,6.869213,6.7163897
HOXA10,6.056471,5.9486284,6.3624687,4.5087895,4.4242163,4.8300714
FAM82A1,4.9939356,5.7628226,5.599782,4.1441584,3.574664,4.322143
THEG,6.466717,6.377021,6.8524065,3.4691906,2.4212506,4.5409474
MDH1,10.404369,11.194076,11.07589,7.893731,7.2366133,8.598177
MED21,9.910197,10.311646,10.368136,7.7760363,6.829402,8.725724
KCNB2,5.5628347,5.677101,6.303776,4.19372,3.8208454,4.7602324
TMEM184C,7.2789645,8.485546,8.548369,5.320593,6.0806217,6.091763
TRAPPC2L,7.363447,6.848844,7.474506,5.2659464,5.181485,5.8721113
DHRS1,7.2507696,7.429185,7.5127497,3.7035336,3.5743163,4.784182
ERCC3,8.20445,8.280176,8.365433,6.088105,6.0425367,6.738783
SRPK2,7.093479,7.0929694,7.201683,5.8280807,5.381042,6.0731726
SRSF7,14.019891,14.1657095,14.21019,12.560364,12.387287,12.412158
MLH1,4.255905,5.8794794,5.8395486,3.185173,3.3506591,2.7142286
DSTN,12.910279,14.0255,13.851685,12.069692,11.956967,12.05533
DMKN,6.014816,5.947763,5.9997807,3.9267628,3.8171904,5.545738
PDP2,7.7169695,7.7746086,7.9044824,5.970112,6.434978,6.8996644
LEF1,5.245626,5.509424,5.4400067,4.1168914,4.0064554,4.3144226
FBXO3,8.06895,8.415642,8.618151,6.0877023,5.113909,6.5472713
PSRC1,5.7873955,5.7898335,5.8042827,4.928651,5.113074,3.9512343
HAUS4,7.3175535,7.203328,7.407123,4.1952147,4.6016808,5.9208775
SELT,6.99141,7.7794623,7.6120567,5.701937,6.7317305,5.17084
HEATR5B,8.545254,9.813735,9.651017,5.8696265,5.8837533,7.0898523
LEF1,5.739013,6.2943726,6.454595,4.5182424,5.4991465,4.215198
KIAA0825,6.523184,7.5566964,7.51192,4.7290993,5.4943714,4.9954243
NGLY1,12.283677,12.349383,12.468383,10.830299,9.826421,11.506027
SERPINE2,9.220245,10.208887,10.146038,7.373123,6.726857,7.5938582
RNF135,5.656175,5.6801133,6.045668,4.32534,3.4685464,4.253938
FAM89B,7.1348968,6.1387353,6.958386,4.3544464,4.768012,5.467686
STK24,4.533956,5.5762877,5.4539084,3.7211425,3.3361325,4.3855844
TMEM38B,8.505079,9.637555,9.500025,6.89761,6.7403193,7.5315704
DEFB1,13.870554,13.627405,13.98597,10.38587,7.6898494,11.399349
ECD,9.344944,9.703488,9.588029,8.458366,8.198576,8.75695
ASB8,9.182403,8.978759,9.277281,7.3783875,7.6740203,8.227901
NQO1,8.6929455,9.182868,9.371827,7.66503,6.773861,8.241941
RPL14,12.93863,12.739588,13.216341,9.740119,8.99479,10.373487
C16orf80,11.247959,11.14374,11.321018,10.184123,9.980028,10.508446
TMEM64,6.127681,7.92965,7.71269,4.2162094,4.358861,4.539874
MPV17,7.6032248,7.135942,7.6570225,6.2452555,5.9692097,6.601735
NEIL3,7.3858743,7.2941732,7.527278,4.9749103,4.0035286,6.1785617
KPTN,5.60006,5.273277,5.975206,4.4496083,4.3751874,4.5151906
ELP3,4.9771204,6.075918,6.1699204,2.9269996,2.686007,3.8849633
OTUD1,8.744238,8.822878,8.803874,6.2584558,5.501293,7.4489865
TREM2,8.727418,8.409639,8.550743,5.9862494,5.981738,5.398967
CBX2,10.024987,9.912858,9.938221,8.09227,9.240554,8.185826
MDH2,12.128928,11.852082,12.196449,11.07138,11.203779,10.8867445
LEPREL1,4.8394837,6.025651,5.8026185,4.5132346,3.4464202,4.1246357
ATXN10,10.879889,11.6383295,11.571611,9.469981,9.457651,10.0154
CBFA2T3,4.262268,4.438875,4.810162,3.3906457,3.0077162,2.7142286
C16orf58,4.071718,3.668938,4.42894,2.7153003,3.49133,2.7142286
CLVS1,5.889814,5.5277357,5.8111024,2.954617,2.9657757,4.811809
CAND2,4.3251925,3.897915,4.648956,2.40226,2.3711545,2.7142286
CCDC74B,8.626624,8.043549,8.553168,7.6170044,6.884301,7.259253
CLHC1,5.3728433,6.709208,6.147267,4.810384,4.813962,4.4028883
ATL3,4.4526176,5.7618184,5.3860917,3.0054276,3.5801992,4.0078483
TMEM25,9.635374,9.473142,9.989643,8.470109,8.752176,7.9817314
C2orf53,4.8493423,4.657677,5.167419,3.4246306,3.7394502,2.7142286
HHLA3,7.418238,7.2011266,7.768565,5.554062,6.269312,5.089123
KCNH2,4.90249,4.475528,4.928952,3.813014,3.366398,2.7142286
PDE9A,4.077771,3.9130886,4.130194,2.6262207,3.0880618,2.7142286
C16orf59,9.045345,8.860969,9.099281,7.5120335,8.056769,6.4139495
SOCS6,9.946548,10.382366,10.373788,8.452849,7.5871496,9.238474
IGFL2,4.404395,4.0098405,4.176061,2.5775008,2.5551245,2.7142286
IL2RG,6.5887613,5.884944,6.6178055,2.8743522,2.9341996,2.7142286
DCN,14.612149,15.119552,15.160922,13.102703,13.60078,11.831785
SYNPO,6.2396035,5.961371,6.508747,4.5490704,4.493687,4.9403152
NR2F2,7.413317,6.447469,7.329678,5.8117075,5.821173,5.3859315
ZNF138,8.960501,9.258993,9.204899,7.7435055,7.036355,8.419773
TMEM180,6.2491927,5.6892633,6.093316,4.941459,4.467864,5.038257
PAH,3.7949147,3.322815,4.535051,2.6474433,2.321939,2.7142286
IFIT1,7.5824738,8.145719,8.008039,5.0531273,5.920129,5.152947
KCNB1,6.232642,6.012224,6.624322,4.7545238,5.387899,4.881186
SHPRH,7.2217355,9.206196,8.705103,5.4858446,5.685624,6.096119
SOD3,4.7032914,3.6472187,4.675781,3.279231,2.8564634,2.7142286
ALOX15B,6.1213307,6.148743,6.651705,2.40226,2.321939,2.7142286
MET,3.579713,4.7955947,4.6864023,3.3974519,3.2195737,2.7142286
ALG10,5.998657,6.716743,6.803014,3.7271001,4.1598463,2.7142286
SRSF3,14.650393,14.978089,15.226458,13.587712,13.512512,13.454732
CLDN6,5.924881,5.5624795,6.186566,4.1491795,4.67687,4.15768
SH3BP1,16.139635,15.860938,16.907974,13.332819,13.447146,12.851753
TMEM71,4.4080315,4.6371946,5.091255,2.9806597,3.623317,2.7142286
TP53AIP1,10.72234,10.539532,10.626818,8.313776,7.103143,9.197612
MLF2,6.5684843,6.324299,6.7465487,5.112439,4.4647617,5.9381847
CCDC154,6.8014355,6.6293845,6.871414,4.3788366,3.542143,4.256026
ASNS,6.259326,7.379924,7.1179547,3.590245,4.331126,2.7142286
UTP3,12.792376,12.824363,12.825579,11.903718,11.311366,12.171438
ZFYVE19,5.287157,4.698817,5.3523903,3.7428718,3.1098185,4.0202007
HBG2,4.5329146,6.4446144,6.1679783,2.6728442,2.765119,2.7142286
ZNF528,7.0488987,7.367623,7.1989784,5.6492953,5.8511467,6.802237
CYB561D2,7.0893254,6.347059,6.9843583,5.124375,4.190749,5.765443
KRTAP5-9,6.5006013,5.3681965,6.4903684,3.574488,2.6842947,2.7142286
ATP8B2,10.937246,11.132564,11.338421,5.3327456,5.692406,6.3409243
SUCLG2,9.0230255,9.465488,9.407232,6.799803,7.3337026,7.082967
ECD,7.113497,7.950473,7.9843836,6.3461485,6.10231,6.7930126
SAP30BP,3.403876,4.081886,4.3338103,3.2473946,2.321939,2.7142286
CDC16,8.6412945,8.976275,8.949955,6.972875,7.1547384,7.4238095
C9orf66,7.8684015,7.151149,7.673544,4.5028634,3.4959316,5.0251
FXYD3,14.874307,14.829233,14.942383,11.468015,11.682588,10.604929
FMO5,3.252854,4.2310696,4.244397,3.1482742,2.7573073,2.7142286
PAQR4,5.596383,5.111228,5.8239174,4.088457,3.5610013,3.8546653
INS,4.253451,4.3215804,4.803313,2.40226,2.5122511,2.7142286
MRPS27,7.209499,8.066699,8.080658,5.5938616,5.466785,5.360142
MYCT1,8.984774,9.098285,8.805566,6.3901024,8.111543,6.068529
POLDIP2,7.143897,7.291048,7.567745,5.3882656,4.6992826,6.586572
LIN52,5.2514334,5.434766,5.700196,4.0554423,3.6884665,4.895867
PPP6C,7.9382925,9.205642,9.323252,3.6790836,2.902442,4.6755486
PCDH7,11.09077,10.425991,10.895977,8.924725,8.643651,9.568624
CCDC132,7.2845583,7.75155,7.688357,6.1416383,5.963332,7.169442
DNAJB4,6.149338,7.723105,7.4727597,4.0502725,5.16518,4.4708323
RPS17,15.872384,15.767125,15.892475,13.811494,13.325602,14.0335655
GSPT2,10.311235,9.822282,10.196324,8.046635,7.9283466,8.49458
CYB561D1,5.2481837,5.170274,5.226636,3.3933802,3.541877,3.867214
BRE,10.206949,9.83645,9.965227,8.691226,8.601902,9.03856
HAND1,6.6761055,6.2201447,6.7725463,4.8300714,4.536038,4.986159
ZNF708,8.896181,9.458283,9.4764595,8.112815,7.1874795,8.6287565
CIB3,4.264393,4.490876,4.800021,2.5741038,3.0921187,2.7142286
MAPK1,9.119354,9.048613,9.029672,7.135942,5.86366,8.267332
DNASE2B,5.40052,5.7275476,5.6688137,3.3039997,4.8865976,2.7142286
DUSP18,4.9945946,5.4020634,5.7410383,3.351607,3.1528294,4.764752
PHACTR3,3.9664807,3.8944964,4.944839,3.4210815,3.301175,2.7142286
GPBP1L1,8.900751,9.578688,9.655555,7.528184,7.069368,8.290171
ZDHHC2,8.201195,8.2850485,8.108776,5.880674,6.543681,6.027664
LRTOMT,7.995888,7.673544,7.9724646,5.937137,5.4546003,6.831316
PDE6B,5.180062,4.9296074,5.516234,2.8450913,3.8783267,4.0816994
PASK,5.7170916,5.778803,5.7762275,3.3811214,2.4541378,4.927044
CD55,12.202717,12.782246,12.441064,11.252555,11.262056,11.348237
ZMAT2,7.226452,7.2284603,7.6377835,4.733443,3.385087,6.3620224
RGS13,6.2439775,6.7758307,6.717614,3.8880918,4.2198653,2.7142286
IFITM10,6.0809603,6.395919,6.68215,3.3490915,3.037853,4.386331
GPR34,7.3374987,8.303137,8.119665,5.936049,6.2550564,5.585318
MBNL3,7.4178686,7.4511504,7.616224,4.8995037,4.028171,6.7450094
SLN,4.6868796,4.7864146,5.0271206,2.40226,3.600335,3.8311439
CDHR5,8.943124,8.93059,9.489094,6.6349196,6.8953166,6.8057323
GNGT2,10.715217,10.927996,10.682658,8.270712,7.3257637,9.74716
TRIOBP,10.780757,10.817415,11.268385,10.272274,9.596323,9.960549
RABEP1,5.407865,6.4163322,6.396241,4.4911413,4.4965677,4.9993978
AAAS,9.790413,9.811254,10.429209,8.085581,8.068323,7.8038535
TMEM213,3.9877055,3.6460881,4.4790664,2.40226,2.3718674,2.7142286
ARF1,7.5060663,7.7172623,7.8711753,6.2759676,6.2074194,5.9689856
RTEL1,6.537135,5.9947033,6.682605,4.739521,4.154879,3.8652384
UBOX5,7.0233536,6.5816655,7.045288,6.0013094,5.8391085,5.396199
USP22,3.7045748,3.6533446,4.233899,2.40226,2.9182239,2.7142286
CELF1,7.9157,7.751943,6.3759246,5.7606554,5.9965835,5.1236186
EBF4,4.179282,4.0893307,4.7432466,2.7845943,2.536269,2.7142286
SAE1,8.882831,8.758309,8.924725,7.336241,7.435432,7.509741
RPS29,17.420856,17.587637,17.730064,16.308186,16.059612,16.29835
SFSWAP,7.477262,6.602862,7.301151,5.4646034,5.98026,6.4209414
C4orf52,7.843525,7.452157,7.9761915,6.5446825,6.0771494,7.1702294
SGPP1,5.950554,6.9251924,7.243801,5.3618803,5.5921173,4.2782164
ZNF3,5.9646134,5.633398,6.198637,3.6673753,2.6481085,5.1138296
STRADA,4.2403584,5.1490345,5.4933157,2.8323565,2.6053803,2.7142286
APBB2,8.627318,9.217334,9.076423,7.3595796,7.5938582,7.572798
SESN3,6.416404,7.292102,7.1650577,4.706,4.6854053,5.362649
DRP2,5.0822825,5.2850757,5.356451,3.109946,3.468483,2.7142286
FTSJ1,8.786165,8.370167,8.648048,6.6013603,6.449329,7.4914975
RPP30,8.269783,8.305099,8.396731,4.938333,4.491567,6.008909
KDM1B,9.14211,8.802014,9.674821,4.578695,4.354981,5.0721636
ADH1A,8.0155325,9.559574,9.161651,5.313181,5.143158,5.833878
GOLT1B,6.088263,7.8519306,7.477064,2.731991,2.8194468,3.8510828
EIF2B4,4.438556,4.5672083,4.541121,3.7413461,3.7839017,2.7142286
CEACAM19,4.256437,3.9553483,4.3788366,2.8340423,2.4605985,2.7142286
DUSP15,4.7151136,4.6690264,5.0448704,2.8616836,2.4545188,2.7142286
CRIPAK,12.227338,11.92844,12.021057,10.5706415,10.025688,11.116047
PGM1,4.539054,4.973091,5.264463,2.7133267,2.9678903,2.7142286
SLC30A6,4.3608203,5.9130745,5.6016154,3.3372617,3.7582324,2.7142286
IQCK,5.9451275,6.5942836,6.193384,4.2543497,4.0268164,5.031271
PARS2,7.7733536,7.5835314,7.814636,6.616875,6.4562845,6.22529
MOG,5.1477175,5.8370657,6.0287046,4.116588,3.1722581,2.7142286
STON2,4.9595213,4.5671196,5.1990237,3.448864,3.4092104,3.936089
GCH1,7.8437576,8.937934,8.812592,6.088948,6.894969,5.870444
ATF2,5.629357,7.054578,7.0262375,4.6814632,5.4739127,4.0199475
SPINT3,6.5838385,6.371806,7.258816,4.819165,5.2961307,4.0591407
ZNF285,4.7152166,4.9041305,5.105994,3.4453077,3.896134,2.7142286
FAM18A,5.9032145,5.9530854,6.008853,4.368367,3.6961422,4.850746
CRISP3,5.313181,6.730996,6.6392155,4.768012,5.189711,4.644007
SP110,12.075493,11.854897,11.970398,10.496692,9.885177,11.000044
ANKRD11,7.9351745,6.728637,7.8104997,5.28973,5.3610363,6.488229
MOG,5.5611553,5.2224536,5.9464693,4.467193,4.0513015,3.7643917
HSF2,6.590002,7.2761436,7.346422,5.624031,5.89806,6.173219
WASH1,15.744843,15.519076,15.732076,14.812113,13.831542,15.029411
RPS7,9.3311405,9.822693,9.884978,4.3592296,3.6420002,6.059862
EEF1A1,8.07479,8.954082,9.058222,5.986099,6.589669,5.9135885
CRK,5.5586367,6.3393917,6.524223,4.3903346,3.8926084,4.7616196
ASF1A,11.589649,11.9948225,11.697394,10.349758,9.356447,11.076411
ORC2,8.057102,8.679758,8.488635,5.260758,5.0309253,6.066623
MED9,4.479708,4.4963756,5.019173,3.0127304,2.7720196,2.7142286
MMS22L,4.013107,4.892455,5.03672,2.546922,3.059846,2.7142286
MRPL33,13.239698,13.099989,13.098196,12.22276,11.9712105,12.179591
RPS28,15.2373085,14.455391,15.333345,12.5179615,11.443059,12.823187
CLDN19,8.471014,8.316654,8.6094,7.14412,6.756448,7.380995
ZXDC,6.4973183,6.0325117,6.5023084,5.104506,4.254558,5.7494307
RBM25,10.269525,11.02917,11.089757,9.512254,9.442359,9.900686
RPL34,15.961725,16.059612,16.156178,14.54345,13.991674,14.631547
GPR37,4.571943,4.544593,5.1754665,2.7559063,2.6274471,2.7142286
ACSM2B,4.367278,4.818609,4.6868796,3.5061953,3.294383,2.7142286
HSD17B13,8.440797,8.2671175,8.553833,5.0633025,3.6211388,6.7157183
FBXO10,7.6233807,7.3301396,7.8215055,6.185454,5.875494,6.155525
TADA1,6.8101172,7.7006254,7.4864354,4.7358685,4.9101706,5.627559
PURB,7.566236,7.744911,7.856751,5.6005635,5.3565254,6.0938606
ATP6V0B,9.88184,9.863578,10.113629,7.939421,7.541308,8.558544
PCSK6,4.7554383,5.300944,5.4818487,2.40226,2.5796893,4.080308
SHBG,7.8279467,7.985675,8.403456,4.5065536,4.29076,4.797296
PNP,5.7282357,6.2404346,6.4908586,4.592656,4.812064,5.083878
DCTN1,5.0984383,4.885944,5.255769,2.5645201,2.555022,3.6864681
CHCHD8,10.403356,9.893791,10.270487,8.605637,8.651206,8.546183
CWH43,9.250585,10.272673,10.003711,7.2440557,5.4029536,8.402334
TTC30A,8.531627,8.889883,8.727735,6.1775637,5.7509894,6.8708615
SH3BGR,4.7749095,4.655939,5.365142,2.40226,3.5311012,2.7142286
CXorf40A,7.675399,7.5443363,8.007171,6.607118,6.486742,6.7774086
C11orf94,6.725676,6.051522,6.7290096,4.5083094,3.9267628,5.2567763
LOC147646,5.46923,4.9947567,5.632017,4.096965,3.2344065,4.1711025
RHOT1,7.842004,8.309023,8.377336,5.7910852,5.5047092,5.96858
OSR2,11.403763,9.849711,10.92965,8.6412945,9.061546,7.9390125
TOR2A,3.8800554,4.116195,4.579221,3.140505,2.92552,2.7142286
TRAM1,8.079019,9.053293,8.995236,7.3443427,7.7267017,7.322604
LAMP2,8.791616,9.869127,9.682228,6.484166,5.888049,7.8884606
ZNF687,5.433898,4.625684,5.518243,4.257679,3.473472,4.0946374
LANCL1,4.7255836,5.2577457,5.161709,3.4005008,3.1190538,4.415585
RBM27,7.718113,7.9360776,8.222474,6.5816655,6.379943,7.5483885
DCBLD1,6.2201447,6.399925,6.5844736,4.703504,4.449143,5.3813596
RBM14,8.509791,8.694155,8.480497,7.1394086,7.1876874,6.435405
PCF11,8.243015,9.515013,9.233993,7.0246034,7.6394806,6.662472
UTY,4.2104893,4.2461753,4.6698728,2.40226,2.321939,3.7150357
FDCSP,7.559632,7.896862,8.242722,6.7369103,6.6257863,5.3881283
ZNF419,7.5836334,7.6187067,7.8696976,6.042765,5.826623,7.009617
COQ5,10.333635,10.187973,10.505256,8.849605,8.141842,9.498797
PTGFR,4.885089,7.1500463,6.9920454,3.588008,4.4641004,2.7142286
OST4,13.217613,12.892195,13.194747,12.092329,11.73909,12.231422
C5orf38,5.3038516,3.9846525,5.276337,2.40226,2.670792,3.9522982
PYY,4.428392,3.9698527,4.833038,2.6819208,2.4286213,2.7142286
CNOT4,3.9554327,4.808938,4.741065,2.686695,3.1286838,2.7142286
YIPF1,10.060002,10.065492,10.226359,7.663586,6.914075,8.450056
RERGL,4.2293463,5.337336,4.9626207,3.2515407,2.687804,3.837573
GUSB,10.10264,10.049614,10.427975,8.894484,8.776512,8.604427
WDR49,5.533656,5.422577,5.862639,3.3188906,4.3058167,3.7390978
AKR1E2,5.694112,5.7104325,5.6736803,4.2150917,4.646398,4.8359313
RB1,8.083228,8.581119,8.337513,7.2399573,7.4967923,7.078389
OGG1,6.093932,5.8850837,5.9661016,4.8887525,4.3947706,5.1456304
SRSF8,7.9976716,8.069796,8.142455,5.4847794,4.7625203,6.8073506
PDDC1,8.680041,8.493291,8.965372,6.4248266,6.2869,6.223618
ENTPD7,8.6076145,8.730903,8.656105,7.3521466,7.343425,6.370187
ATP1B3,9.534267,10.370444,10.276363,6.829402,6.2919493,7.637154
SRPRB,9.071147,9.068003,9.329204,7.6107764,6.845511,8.323741
ARL2BP,8.98674,10.028418,9.962189,8.61252,8.634598,7.932357
SLC18B1,6.4114523,7.98911,7.9538083,5.1854935,5.136487,5.2169957
RWDD3,7.893731,7.9606338,7.975911,6.308073,6.2091885,7.1879163
FGF11,6.773934,6.6016064,6.8085165,5.8317165,5.5400505,5.64941
TCIRG1,7.0386167,5.9955807,6.934441,4.555867,5.118635,5.029961
HOXD8,7.5315704,7.712923,7.6501007,5.556181,5.905178,4.964209
MTO1,7.8677835,8.540812,8.373868,6.868197,6.581467,7.069368
FAM26F,6.506376,5.707473,6.555146,4.4948506,4.5172234,5.3869014
CSH2,4.8945665,5.385561,5.5588264,4.03964,4.030804,4.372674
CCL1,8.221348,8.314402,5.907956,4.9842753,5.733609,4.3518605
URB1,4.249463,3.9415321,4.429653,2.545335,2.6648393,3.707491
ATG4A,6.9824395,7.4996395,7.29065,3.7475026,3.6102886,5.2127523
ULK4,4.803508,4.5476756,5.1522627,3.264788,3.6066244,4.160079
TP73,4.976288,4.8083515,5.62876,3.944327,3.1940997,3.6663315
FAM156B,4.7254567,4.455124,4.809061,3.3162172,2.5499513,2.7142286
RPL8,13.447146,13.054973,13.559614,8.754497,8.110565,9.667452
SLC25A38,7.5717273,7.5549555,7.8890266,5.596593,5.895194,5.270115
SULT1A1,5.868822,4.9827185,5.900758,3.7042723,3.5748212,3.7862656
TMEM183A,13.09922,13.350393,13.439104,12.286123,11.344816,12.706057
TMEM43,7.1870575,7.91763,7.8539286,5.743719,6.2747097,6.374072
ZNF521,6.1452155,6.675041,6.7706046,4.4209423,5.5279627,4.344664
PPIP5K1,7.4423423,7.6323137,8.328211,6.843601,6.9099674,6.506234
CRHR1,5.224804,5.2947984,5.7999225,4.026457,4.397872,4.606558
ART1,9.941644,10.008845,10.452871,8.566252,8.235447,8.436818
FOXD4L1,8.400956,7.4175987,8.160574,5.282283,6.1016216,4.1609664
NIPA2,6.8706408,7.7895865,7.516171,5.656175,5.527334,6.5080576
TOR3A,7.272419,7.067405,7.3796873,5.7723646,5.5163465,6.0585966
COX15,8.381948,8.464043,8.575409,6.622281,6.453018,7.5701036
SH2B2,8.514584,8.097621,8.8197975,5.2891645,5.5574536,5.2571535
BCR,5.654932,4.7692924,5.387899,2.9273047,2.5211494,4.4059696
CD164L2,6.099224,5.82105,6.103571,4.623041,4.43479,5.313763
CLTC,6.945515,9.952078,9.524935,6.0884943,5.9984837,5.845519
TFAP4,14.924826,14.921249,16.030098,11.978556,12.455233,11.398773
ELK1,6.8927307,6.8591833,7.4505744,5.650085,6.184412,5.5843506
SPSB4,12.024748,10.97693,11.821766,9.426391,9.519415,9.35281
SPATA5,5.4430256,5.3973355,5.712503,3.3592296,3.1703174,4.091858
TRMT5,10.388672,10.178761,10.242251,8.460301,7.386897,9.35163
ZNF655,5.200828,5.6092796,5.908176,3.0128808,2.6490397,4.7941546
TMOD4,5.58963,5.239028,5.6822014,2.9268157,3.4224153,4.6583033
PNLIPRP3,8.338668,8.986307,9.231314,7.5871496,7.2352242,6.3238845
TFF1,7.5954304,8.65044,7.482829,3.551449,4.438875,3.7360506
C14orf80,5.8639297,5.3540287,5.95514,3.9404216,5.0079556,4.4323015
ATAD1,6.08602,7.380725,7.1802473,4.0167017,5.5085373,4.5293355
ZBTB6,4.0206823,5.1116004,4.9699078,2.7165174,2.8232799,2.7142286
CCL15,5.531743,6.029667,6.137216,2.40226,2.4651248,2.7142286
RPL21,14.673014,14.232996,14.295565,11.7278595,10.732474,12.05633
RAPGEF3,7.0159526,6.2709937,7.0271897,4.8255377,5.5192356,4.4891686
GLE1,8.722646,9.010369,8.877515,6.1988826,5.364506,7.09472
APH1A,7.9536786,7.076464,7.7292514,4.805392,4.9298277,6.0672464
CHTF8,5.702392,5.7155566,5.610052,3.5733547,3.6400952,4.4074597
HEXB,10.485327,10.865481,11.02917,9.454966,9.983806,9.104153
C5orf28,7.6808953,8.80312,8.858361,6.6084375,6.6507173,6.8866534
RBP7,10.603373,10.204882,10.53825,7.9247065,7.8457913,7.8582187
CYP4V2,5.5819983,6.046567,6.149834,4.8421273,5.006269,4.42894
ICAM3,3.887877,3.208662,3.993149,2.40226,2.5923033,2.7142286
ABCB8,10.558086,10.199858,10.588295,7.62279,8.088523,7.3846107
TMPRSS11A,9.074219,9.2742405,9.316959,4.4731746,2.398451,6.2932177
HIBCH,10.809334,11.136998,10.755296,9.05872,8.1834545,9.691174
ASB2,10.643487,11.342087,11.095121,8.226352,8.3873415,7.3124523
ZNF763,6.463836,6.441294,6.7281275,5.268986,5.4289813,5.830332
TMEM44,6.479214,6.0675216,6.5200067,4.254272,4.3933964,5.388428
PLD4,4.69145,3.5430794,4.2021837,2.9468632,3.1196625,2.7142286
ISCU,11.433091,11.28915,11.2364025,9.693068,9.968346,9.775926
ATG13,9.611506,9.1677685,9.793152,8.623054,7.5717273,8.80776
PIGY,12.774697,13.134893,13.140051,11.78981,11.78981,11.678714
TMEM35,5.081435,5.606738,5.7494307,2.40226,2.3736207,2.7142286
KIF12,8.330106,7.9186897,8.34626,7.124097,7.311795,6.8114424
COX7C,14.598467,14.3776,14.477078,13.313312,12.694951,13.568362
KCNQ4,8.189051,7.057782,8.236523,6.3477774,6.5626316,5.602952
EIF3E,7.3744583,8.856995,8.691599,6.3006415,6.1339893,6.8661914
IFRD1,6.8791027,8.139159,7.9144335,5.617126,6.24422,5.450369
TNFRSF25,9.572105,9.281996,9.480365,8.11709,8.028046,8.3568325
JKAMP,7.6402965,8.703508,8.551346,3.6023133,3.797566,2.7142286
SLA2,4.7324414,4.416201,4.5820684,2.6616454,2.6723971,2.7142286
GOLGA7,7.571662,8.83112,8.433977,6.4606414,6.1926193,7.076048
ZNF706,12.58841,12.753229,12.521225,11.041232,9.572712,11.726902
TRIM4,5.301281,5.643128,5.9188786,2.6672912,3.876893,2.7142286
CACNA1C,12.021057,12.134846,12.051744,10.017925,10.456767,10.00542
RAB6C,15.247527,15.44414,15.563616,14.0822735,13.180358,14.387191
PDPN,4.9204006,4.7220783,5.0910935,2.6466708,2.8468912,3.6710114
GH1,6.02638,6.072463,6.7490153,3.9887443,4.9559894,3.7683737
PLXNB3,8.13286,8.477548,8.837806,7.007795,6.7930126,6.496325
CCDC106,3.9248846,3.9504318,4.6790915,3.3373008,2.6140397,2.7142286
TPST2,10.841244,11.244703,11.263708,9.284489,9.663743,9.399814
IL32,7.8647265,7.1211185,7.8645988,3.2330441,3.226452,3.96849
REM1,6.71721,6.6578436,6.9620056,5.113522,5.286896,4.974235
MRPL44,8.7259655,8.782292,9.060938,5.5903196,4.874978,7.1845245
SRP9,9.066477,9.9449,9.833418,7.641997,7.943805,8.306483
BEAN1,8.914559,8.80664,9.035013,7.0780816,7.287411,7.2728786
IL5RA,7.467464,7.033176,7.4158235,5.482294,5.946615,5.665606
EIF2AK1,7.979609,8.788928,8.704768,5.6749597,5.0318804,5.6136966
GPR85,5.766503,6.770183,6.705631,4.468458,5.096486,2.7142286
TDRD12,5.399669,4.0014277,5.1406765,2.8828933,2.4604607,2.7142286
ZNF619,4.1384106,4.0649185,4.740656,3.5107696,3.461204,2.7142286
ST6GALNAC2,9.644151,9.787437,10.045123,6.2185535,4.082794,8.252822
PITX3,7.7773085,7.369081,8.301428,6.387394,6.554867,5.604934
FAM200B,7.033532,7.6670036,7.7063575,6.0534716,6.3119164,6.8749485
GAPDH,11.121416,11.944122,11.797253,9.069348,9.841322,9.408173
ASB1,4.4968452,4.204603,4.791499,2.40226,2.5029535,2.7142286
