GeneSymbol,Direction,PValue,FDR,FoldChange,EntrezID
APC2,down,0.0090035026948,0.045498805,2.37417,10297.0
MAP7D2,up,0.0090113450328,0.045515802,4.2508693,256714.0
RFX7,up,0.0090244468496,0.045548021,5.8444403,64864.0
MFGE8,up,0.0090285018629,0.045557175,4.7585212,4240.0
SCCPDH,up,0.0090315039626,0.045561012,2.1721562,51097.0
HOXC6,up,0.0090394713121,0.045589889,2.552174,3223.0
AQP7,up,0.009046552908,0.045614286,2.3523417,364.0
TSHZ3,up,0.0090655883562,0.045678609,35.2958926,57616.0
F8A2,up,0.00906679307,0.045678609,2.8731623,474383.0
CAB39L,up,0.009068299443,0.045678609,4.4554858,81617.0
KIAA1217,down,0.0090726196763,0.045689047,4.6785374,56243.0
C2orf53,up,0.0090754591999,0.045692026,3.028723,339779.0
ATP5H,up,0.0091082032213,0.045817914,3.9472289,10476.0
AGXT2L2,down,0.0091089861052,0.045817914,3.1231497,85007.0
STAT3,down,0.0091094805459,0.045817914,6.6101606,6774.0
ECSIT,up,0.0091118415358,0.045818451,3.6036493,51295.0
ATP5O,up,0.0091245848435,0.045871182,2.5411664,539.0
C5orf44,up,0.009130406371,0.045889097,4.7015447,80006.0
TBCC,down,0.0091384429282,0.045912957,5.9462888,6903.0
SLC25A39,up,0.0091476521375,0.045941693,4.5023377,51629.0
ABHD10,up,0.0091502188553,0.045943231,3.9859166,55347.0
DUSP11,up,0.0091556493259,0.045959144,5.024912,8446.0
BCS1L,up,0.0091601309247,0.045968455,2.3714481,617.0
GH1,up,0.0091620275188,0.045968455,4.1264952,2688.0
TMEM196,up,0.0091822016785,0.046038576,2.1703772,256130.0
SHISA8,down,0.0091873290289,0.046038576,4.9166623,440829.0
DNALI1,up,0.0091917512908,0.046049383,2.7692551,7802.0
OTX2,up,0.0091945508073,0.046052056,2.6270514,5015.0
C10orf10,up,0.0092090481975,0.046113305,2.0606065,11067.0
HK1,down,0.009214722317,0.046118249,23.4834809,3098.0
PRR5,up,0.0092153612595,0.046118249,3.7240739,55615.0
WDR92,down,0.00922289402,0.046118251,5.341346,116143.0
ZFPL1,up,0.0092230318614,0.046118251,5.185248,7542.0
LRRC45,down,0.0092236501019,0.046118251,105.9749028,201255.0
CALCOCO2,up,0.009227536272,0.046126334,3.4370451,10241.0
INTS8,up,0.0092410246495,0.046171049,6.7472666,55656.0
PTPRE,down,0.0092520201048,0.046214625,6.377373,5791.0
SGK110,down,0.0092696592246,0.046279986,3.3300479,100130827.0
TMEM159,down,0.0092766181477,0.046303356,2.0631543,57146.0
CXCL2,down,0.0092926836111,0.046370619,31.6402362,2920.0
USP33,up,0.0092946569368,0.046370619,6.2062518,23032.0
USP53,down,0.0093112298179,0.046430507,2.5114116,54532.0
GPR162,up,0.0093267398542,0.046485039,2.7047597,27239.0
PDE7B,down,0.0093343235348,0.046510181,4.3308198,27115.0
PCBP4,up,0.0093363610605,0.046510181,2.6730651,57060.0
LOC100127983,up,0.0093429273858,0.046528763,3.9426399,100127983.0
ZNF440,down,0.0093446696172,0.046528763,2.0157476,126070.0
CD200R1,up,0.0093502138359,0.046531724,2.0374154,131450.0
UTS2,up,0.009351784104,0.046531724,9.5385165,10911.0
PANX1,down,0.0093521323777,0.046531724,2.0049012,24145.0
PEA15,down,0.009381499804,0.046655,3.1020007,8682.0
USP8,up,0.0093862391262,0.046655737,8.5400785,9101.0
TMEM184C,up,0.0094342576499,0.046871495,4.8342785,55751.0
SYS1,up,0.0094573687398,0.046949994,4.3255459,90196.0
MAP3K12,up,0.0094589483011,0.046949994,2.1332657,7786.0
PENK,up,0.0094606023082,0.046949994,4.7516368,5179.0
CHIA,up,0.0094661364251,0.046949994,2.2147231,27159.0
FGFR1,down,0.0094887650556,0.047018803,7.2691699,2260.0
NCAPH,down,0.0094930372985,0.047018803,4.9387354,23397.0
NODAL,up,0.0094956446818,0.047018803,2.2578735,4838.0
EIF4H,up,0.0094985167518,0.047018803,3.1663667,7458.0
C5orf65,up,0.0094986078763,0.047018803,4.2305487,389333.0
ELK1,up,0.0095070382371,0.047034826,2.3969729,2002.0
ADRM1,up,0.0095087872016,0.047034826,3.6285699,11047.0
CALU,down,0.0095168450427,0.04706323,3.1216642,813.0
CEACAM21,up,0.0095244091981,0.047075989,33.2578223,90273.0
ZBTB20,down,0.0095263736475,0.047075989,4.3228177,26137.0
HNRNPL,up,0.0095334875126,0.047099692,3.2251889,3191.0
CEP350,down,0.0095435407089,0.047131987,6.1918701,9857.0
RNF183,down,0.009554013829,0.047166707,86.1207413,138065.0
INSC,down,0.0095644355025,0.047206691,2.5473153,387755.0
GSDMB,up,0.0095676249179,0.047210968,9.131297,55876.0
SRSF5,up,0.0095719755338,0.04721263,4.7464192,6430.0
VAT1L,down,0.0095758890406,0.047217357,2.7130791,57687.0
SCML2,up,0.009593538091,0.047279605,2.3841996,10389.0
ZIC2,up,0.0095943969093,0.047279605,3.5879978,7546.0
NHEJ1,up,0.0095954918522,0.047279605,6.29624,79840.0
TMEM53,up,0.0096077777417,0.047317732,3.0162949,79639.0
DBR1,up,0.0096078858676,0.047317732,3.1434269,51163.0
WDR33,up,0.0096116601225,0.047317942,9.8840719,55339.0
ABHD14B,down,0.0096330096211,0.047385371,8.1888608,84836.0
STMN3,down,0.009633192345,0.047385371,3.0481974,50861.0
UBE2F,down,0.0096418071373,0.047388768,2.3205584,140739.0
C6orf211,up,0.009644189036,0.047388768,6.1937767,79624.0
LRRC28,up,0.0096452813733,0.047388768,6.1009226,123355.0
LDLRAD1,up,0.0096459569349,0.047388768,2.7234178,388633.0
PDE12,up,0.0096491992753,0.047388768,5.6767693,201626.0
PRICKLE2,down,0.0096535638109,0.047388768,3.4900822,166336.0
NR1I2,down,0.0096542777062,0.047388768,9.1886026,8856.0
TIFA,up,0.0096549514731,0.047388768,3.4297665,92610.0
ALG14,up,0.0096673897642,0.047438362,5.9410197,199857.0
RAB9A,up,0.0096725341799,0.047449429,4.4466094,9367.0
SLC35F5,up,0.0096743140703,0.047449429,6.9346859,80255.0
OSBPL3,down,0.0096820395226,0.047475863,3.7635917,26031.0
RAPGEF3,up,0.009688218292,0.047479439,3.5473246,10411.0
C16orf46,up,0.0096897768189,0.047479439,2.9306464,123775.0
ZNF354B,up,0.0096985294829,0.047500613,2.5231879,117608.0
WDPCP,up,0.0097070540747,0.04751817,2.6759241,51057.0
OXA1L,down,0.0097106006706,0.04751817,3.988873,5018.0
RPAP3,up,0.0097141891873,0.04751817,2.6835207,79657.0
CD79B,down,0.0097153614545,0.04751817,2.077796,974.0
MAGEA6,up,0.0097210604138,0.04751817,2.0915849,4105.0
POLE2,up,0.0097248668877,0.047525347,6.4743645,5427.0
SSX1,down,0.0097314426659,0.047546051,2.7069986,6756.0
FAM208A,down,0.0097378373905,0.04756586,5.1424551,23272.0
TMEM150A,up,0.0097433021421,0.047581119,3.2681273,129303.0
VDAC2,up,0.0097671310417,0.047686029,4.8939035,7417.0
GNG8,up,0.0097782296247,0.047720652,2.5187526,94235.0
LSR,down,0.0097792729918,0.047720652,2.8017266,51599.0
TMEM244,up,0.0097863996711,0.04772365,2.6476863,253582.0
ST8SIA1,up,0.0097916606839,0.04772365,6.3053283,6489.0
SLC25A35,up,0.0097917117711,0.04772365,5.0300986,399512.0
GALNTL6,down,0.0097950486406,0.04772365,3.5345758,442117.0
PIGK,up,0.0098014523501,0.04772365,4.0031391,10026.0
PRM1,down,0.0098017318527,0.04772365,3.8151951,5619.0
ACTR3C,up,0.0098028976431,0.04772365,2.6910123,653857.0
CRTC3,up,0.009803013019,0.04772365,2.5319435,64784.0
GP2,down,0.0098145684126,0.047768463,3.0598919,2813.0
SZRD1,down,0.0098221078445,0.047785037,4.327438,26099.0
BTD,up,0.0098387004777,0.047848136,6.6775239,686.0
TDRD10,up,0.0098403546204,0.047848136,3.7787572,126668.0
ARL5B,up,0.0098454889083,0.047861651,2.5126535,221079.0
C3orf38,up,0.0098479300634,0.04786207,3.3980134,285237.0
C8orf59,up,0.0098530612792,0.047875561,6.7760006,401466.0
RNLS,up,0.0098698648636,0.047921456,4.1956452,55328.0
SUDS3,down,0.0098703479761,0.047921456,2.2405719,64426.0
ZNRD1,up,0.0098711848348,0.047921456,4.1972479,30834.0
ATP6V1E1,up,0.0098768508219,0.047929067,4.4519179,529.0
AASDHPPT,up,0.0098788421255,0.047929067,4.8468195,60496.0
TP73,up,0.0098805800499,0.047929067,2.9003234,7161.0
SCRN1,up,0.0098915034099,0.047945352,3.7041498,9805.0
CCT7,down,0.0098918408127,0.047945352,2.0165204,10574.0
IL36A,down,0.009892374798,0.047945352,12.9770321,27179.0
SUN1,up,0.0098965447249,0.04794929,3.0012937,23353.0
GNPDA2,up,0.0099020896629,0.047964722,3.5949166,132789.0
FAM214B,up,0.0099144395877,0.047971784,8.6948821,80256.0
LAMTOR1,up,0.00991968414,0.047971784,3.6808251,55004.0
PTPRC,down,0.0099202547189,0.047971784,2.8512834,5788.0
C12orf51,down,0.0099234400394,0.047971784,11.091505,283450.0
CRK,up,0.0099258066386,0.047971784,3.4642978,1398.0
NDUFA5,up,0.0099262292845,0.047971784,4.482537,4698.0
KIAA0182,up,0.0099269783601,0.047971784,2.8957344,23199.0
FCGR2B,up,0.0099373649106,0.048009732,2.7379491,2213.0
RFPL2,up,0.0099631053901,0.048105758,3.0042367,10739.0
LDB3,down,0.0099681487758,0.04811271,25.9864844,11155.0
CHMP5,up,0.0099795120557,0.048156121,2.3018854,51510.0
RASSF8,down,0.0100015214219,0.048204007,2.6031385,11228.0
ZNF526,up,0.0100048019316,0.048204007,2.1429933,116115.0
GABRG3,up,0.0100070449841,0.048204007,3.111205,2567.0
PIK3R1,down,0.0100093200037,0.048204007,2.1662867,5295.0
SLC25A43,up,0.0100101621667,0.048204007,6.4934139,203427.0
TJP1,down,0.0100107804068,0.048204007,8.9590608,7082.0
SSH3,down,0.0100146579214,0.048211256,4.8846865,54961.0
FFAR2,down,0.0100393001851,0.048295568,2.230475,2867.0
TMEM98,up,0.0100530952932,0.048350488,3.2188978,26022.0
GGNBP2,up,0.0100644552858,0.048393673,2.3759948,79893.0
UTP11L,up,0.0100672243055,0.048395538,2.1888443,51118.0
CT45A6,down,0.0100881473112,0.04847319,88.4478601,541465.0
EXOSC3,up,0.0100963182896,0.048490974,3.2506209,51010.0
PTGR1,up,0.0101175706437,0.048556158,4.5204985,22949.0
MSANTD4,up,0.0101194593971,0.048556158,2.7929202,84437.0
C18orf63,up,0.0101197482865,0.048556158,2.1093634,644041.0
KLHL20,down,0.0101271484713,0.048578939,2.6344266,27252.0
ALDH1L1,up,0.0101319648968,0.04858037,2.5668292,10840.0
BRMS1L,down,0.0101378602137,0.048585713,2.8322985,84312.0
FOXJ2,down,0.0101428837734,0.048598268,5.2030822,55810.0
HAUS4,up,0.0101452619894,0.048598268,5.2905236,54930.0
SP110,up,0.0101501380591,0.048604247,2.840789,3431.0
CADPS2,up,0.0101512929096,0.048604247,2.7099217,93664.0
SERF2,down,0.0101640585804,0.048639642,2.141262,10169.0
NAT2,up,0.0101768122703,0.048665162,2.8656206,10.0
C9orf129,down,0.0101771746219,0.048665162,2.6060021,445577.0
C15orf44,up,0.0101783815783,0.048665162,7.2008543,81556.0
IPPK,up,0.0101917522163,0.04871763,5.2587579,64768.0
ERC1,down,0.0102090160946,0.04877721,6.2712173,23085.0
ZMYND15,up,0.0102196902118,0.048816734,3.9968984,84225.0
B3GNT5,up,0.0102376788591,0.048889685,4.3022801,84002.0
SLC25A48,up,0.0102397730609,0.048889685,2.3417223,153328.0
UCN3,down,0.0102475609598,0.048904047,7.6253786,114131.0
NARS,up,0.010250729418,0.048904047,3.2776701,4677.0
QSOX1,up,0.0102516266459,0.048904047,2.6654405,5768.0
ITPKB,down,0.0102592198719,0.048925069,69.1244456,3707.0
ZDHHC19,up,0.0102662698553,0.048947205,2.1363814,131540.0
ASPSCR1,up,0.010273617262,0.048970748,2.9078239,79058.0
PTPRS,down,0.0102763230949,0.048972161,2.6013797,5802.0
SLC39A8,up,0.0102797743232,0.048976755,5.6520836,64116.0
C11orf49,up,0.0102821065078,0.048976755,2.5758768,79096.0
COL17A1,up,0.0103001204697,0.049026745,2.7965404,1308.0
C1QTNF7,up,0.0103020793262,0.049026745,3.9011046,114905.0
CEACAM1,down,0.0103033526425,0.049026745,5.1697768,634.0
KCNH1,up,0.0103091568432,0.049036652,2.3224812,3756.0
FOXP3,down,0.0103173644617,0.049041261,3.3063364,50943.0
CDCA7,up,0.01032714872,0.049076291,5.3481126,83879.0
ZFP36L1,down,0.0103322449065,0.049081686,3.383478,677.0
BTN2A1,up,0.0103417950499,0.049099973,2.7222399,11120.0
C9orf11,down,0.0103511909356,0.049133105,2.5983631,54586.0
CAPN2,up,0.0103566375528,0.04914748,2.5557182,824.0
FCN3,down,0.0103590721571,0.049147559,2.7158548,8547.0
RCBTB1,up,0.0103727248154,0.049193594,7.2565325,55213.0
RSU1,up,0.010373615975,0.049193594,2.9449562,6251.0
TTC39B,up,0.0103761343152,0.049194059,5.7964433,158219.0
ZEB2,down,0.0103880329013,0.049238305,5.793257,9839.0
C21orf56,down,0.0103903118535,0.049238305,7.0879373,84221.0
CRIPAK,up,0.0104016110498,0.049274973,2.8052957,285464.0
MPP1,up,0.0104072467539,0.049274973,2.6201688,4354.0
LINGO3,up,0.0104091141138,0.049274973,4.9530259,645191.0
MYOC,down,0.010412595817,0.049274973,4.8563443,4653.0
MAGIX,down,0.0104365646881,0.049353927,11.0265309,79917.0
C14orf101,down,0.0104543107245,0.049414852,2.5479681,54916.0
IFI16,down,0.0104708052505,0.049469809,3.1493913,3428.0
SUMO4,down,0.0104753507279,0.049479283,2.1752357,387082.0
C2orf56,up,0.0104776794502,0.049479283,2.3922517,55471.0
PDPK1,down,0.0104943024839,0.049522481,3.6094024,5170.0
WTAP,down,0.0104962439464,0.049522481,2.3974839,9589.0
PARP4,up,0.0104993076176,0.049522481,4.9702198,143.0
ADPRM,up,0.0105009311162,0.049522481,2.7251759,56985.0
MKLN1,up,0.0105015751772,0.049522481,3.8713475,4289.0
PHF14,down,0.0105078644261,0.049522481,3.6922921,9678.0
VMO1,down,0.010508755649,0.049522481,2.8959711,284013.0
OR52N4,up,0.0105142841757,0.049537048,3.0441603,390072.0
HCFC1R1,down,0.0105213537969,0.049558868,4.2415215,54985.0
IL1RN,up,0.0105271225908,0.049574552,3.8979334,3557.0
DNAJC14,up,0.0105299062536,0.049576174,3.3074116,85406.0
C18orf1,down,0.0105393624616,0.049609204,3.3788915,753.0
PRRC2C,down,0.0105441557618,0.049620275,9.2150862,23215.0
KIAA1549,up,0.0105631874733,0.049686828,3.9859713,57670.0
NUDT15,up,0.0105679069892,0.049696472,2.9182391,55270.0
NCOR1,down,0.0105705067061,0.049696472,3.7793751,9611.0
MRPS2,up,0.0105768853833,0.049696472,7.02317,51116.0
SUN5,down,0.0105773890879,0.049696472,4.0611592,140732.0
TNNT3,down,0.0105784057744,0.049696472,2.4080426,7140.0
HES1,up,0.0105865061912,0.049715975,2.627464,3280.0
ELF1,down,0.0105908702512,0.04972498,5.7977854,1997.0
TUFT1,down,0.0106023911465,0.049756084,6.2412979,7286.0
AVPR2,up,0.0106110027885,0.049785003,2.8260112,554.0
NOMO3,down,0.0106237330277,0.049833227,7.0671637,408050.0
CDK10,up,0.0106266972147,0.04983563,2.8199558,8558.0
COX15,up,0.0106460187416,0.049892096,3.014668,1355.0
CD109,up,0.0106514329219,0.049892096,4.9510269,135228.0
RABGAP1,down,0.010651680901,0.049892096,30.5164478,23637.0
CRISP2,up,0.0106522194322,0.049892096,7.7744833,7180.0
RNASE4,up,0.010657513134,0.049892096,3.3151171,6038.0
MUC22,up,0.0106583291695,0.049892096,2.1858223,100507679.0
TUBE1,up,0.0106588969118,0.049892096,3.0623921,51175.0
WDR89,up,0.0106627785777,0.049892096,7.2874368,112840.0
OR5C1,down,0.0106661046984,0.049893804,5.7692614,392391.0
STYK1,up,0.0106757583492,0.049915985,4.0871643,55359.0
SERPINA10,up,0.0106836161247,0.049941237,2.8537178,51156.0
MTX3,down,0.0106917490975,0.049967763,20.9909793,345778.0
DUSP22,up,0.0107070788153,0.050004492,3.9141327,56940.0
RNPC3,up,0.0107080843008,0.050004492,5.4551782,55599.0
DCAF17,up,0.0107092623901,0.050004492,2.9462251,80067.0
NPL,up,0.0107094491442,0.050004492,4.1961293,80896.0
ACIN1,down,0.0107223552889,0.050043565,2.9882603,22985.0
CREB3L2,down,0.0107227417639,0.050043565,2.6119558,64764.0
PIN1,down,0.0107277765171,0.05004408,2.8590648,5300.0
CLK1,down,0.0107350500938,0.050057175,2.2692819,1195.0
POT1,up,0.0107379721423,0.050057175,3.6403567,25913.0
RBMX2,up,0.0107470247103,0.050087887,3.3614296,51634.0
FAM122C,up,0.0107536972716,0.050107496,2.9862684,159091.0
LMO2,up,0.0107581995146,0.050115843,3.0990978,4005.0
VPS16,up,0.0107798200164,0.050194695,2.7476293,64601.0
CLDN5,up,0.0107877322415,0.050196094,2.1853634,7122.0
MEX3C,up,0.0107899991822,0.050196094,2.9475248,51320.0
AK3,up,0.0108051158074,0.050254915,3.6128806,50808.0
HTR3D,up,0.0108088676202,0.050260864,3.07551,200909.0
ZNF75D,up,0.0108143695657,0.050274945,2.9226484,7626.0
TXNL1,up,0.010817042892,0.050275874,2.0112187,9352.0
DOHH,down,0.0108257753866,0.050302714,4.155504,83475.0
L1CAM,down,0.0108277675041,0.050302714,2.0338788,3897.0
PTGS2,down,0.0108433639794,0.050340652,2.4062452,5743.0
L3MBTL4,up,0.0108485009139,0.050342507,2.1404097,91133.0
SLC17A4,up,0.0108571551016,0.050370161,5.7732863,10050.0
C9orf86,down,0.0108693933667,0.050415431,3.1941233,55684.0
CTRB2,up,0.0108735780175,0.050423334,2.3824853,440387.0
PBRM1,down,0.010890349453,0.050487107,6.8793558,55193.0
TMEM121,down,0.0108926282981,0.050487107,2.6579571,80757.0
RPS6KA1,up,0.0108976128447,0.050488712,4.4473041,6195.0
FBXL6,up,0.0109059668291,0.050515902,3.6102103,26233.0
C9orf123,up,0.0109121462716,0.050525348,9.9489325,90871.0
TMPRSS9,up,0.0109210232793,0.050527822,2.8436918,360200.0
SPINT3,up,0.010923456253,0.050527822,4.0371617,10816.0
DNAJC19,up,0.0109344262705,0.050562061,2.8993091,131118.0
VARS2,up,0.0109431157253,0.050563591,2.7378942,57176.0
RASGEF1B,up,0.0109437288448,0.050563591,2.0444341,153020.0
ZCCHC17,down,0.0109467387287,0.050563591,4.904968,51538.0
FABP6,down,0.0109486034548,0.050563591,24.8182405,2172.0
POFUT2,up,0.0109711654117,0.050642007,2.8312188,23275.0
CDC42EP2,down,0.0109730578141,0.050642007,2.4517955,10435.0
NCOR2,up,0.010977065372,0.050649002,3.7006669,9612.0
PDP1,down,0.0109833576008,0.050666533,2.0629035,54704.0
SLC25A2,up,0.0109877566388,0.050675324,2.1026987,83884.0
ANKRD13B,down,0.011009684739,0.050757634,4.1574297,124930.0
TEX19,up,0.0110105980902,0.050757634,2.4963101,400629.0
HPX,up,0.0110403152076,0.050883085,3.2201011,3263.0
TFCP2L1,down,0.0110535225035,0.050909324,3.933111,29842.0
ZMAT5,up,0.0110611059352,0.050932709,2.963987,55954.0
TREM1,down,0.0110715327782,0.050945252,19.0636047,54210.0
RIPPLY1,up,0.0110726906092,0.050945252,2.9294531,92129.0
HOGA1,up,0.0110734687688,0.050945252,3.1267299,112817.0
IFFO2,up,0.0110763624964,0.050945252,3.0519625,126917.0
MRVI1,up,0.0110809411723,0.05095478,2.1055081,10335.0
EYA1,down,0.0110903736816,0.050974493,3.9053258,2138.0
ASMTL,up,0.0110961015151,0.050974493,2.1417818,8623.0
C6orf118,down,0.0110961636867,0.050974493,4.9573086,168090.0
SDR42E1,up,0.0110996759216,0.050974493,4.2072943,93517.0
CCNJ,up,0.0111041005477,0.050980538,2.3855148,54619.0
APC,down,0.0111267002563,0.05107276,7.6684523,324.0
CD5,up,0.0111328083045,0.051084434,2.7118805,921.0
ABCA2,up,0.0111438378387,0.051110107,2.840388,20.0
MTF2,down,0.0111467881701,0.051110107,3.5979809,22823.0
SLIT2,down,0.0111476129216,0.051110107,2.40422,9353.0
SNRPC,up,0.0111564708518,0.051110107,2.8362755,6631.0
LMLN,down,0.0111596190219,0.051110107,2.42161,89782.0
LPIN3,down,0.0111633765485,0.051110107,2.2972996,64900.0
CASKIN2,down,0.0111648791794,0.051110107,2.7284988,57513.0
SPATA18,up,0.0111724198324,0.0511325,3.2190509,132671.0
PGP,down,0.0112090664767,0.051265589,2.1185067,283871.0
CHST15,down,0.0112142790419,0.051272758,4.6192993,51363.0
STRN,down,0.0112175299151,0.051272758,7.3058957,6801.0
KIAA0494,down,0.0112182019012,0.051272758,3.4383941,9813.0
ELF3,up,0.0112219975761,0.051278575,3.5440108,1999.0
AFG3L2,up,0.0112331217137,0.051317869,2.9047126,10939.0
KCNB2,up,0.0112488723498,0.051366787,3.0097381,9312.0
ATG9A,down,0.0112488840482,0.051366787,4.502426,79065.0
KIAA0754,down,0.0112562887395,0.051389054,2.3537926,643314.0
P2RY10,up,0.0112802661818,0.051472648,3.2958958,27334.0
FOLH1,up,0.0112831852221,0.051472648,6.0917209,2346.0
XRCC4,up,0.011284628044,0.051472648,8.4730448,7518.0
VPS13A,down,0.0112931906239,0.051499686,4.9624366,23230.0
APBB3,up,0.0113313847255,0.051650683,2.9858337,10307.0
SLC17A6,down,0.0113384936468,0.051671499,3.4292805,57084.0
HMGA1,down,0.0113569578006,0.051727897,5.6734154,3159.0
DEFB112,down,0.0113656119351,0.05174867,5.9713602,245915.0
ZBED1,up,0.0113705520769,0.051752579,2.6677457,9189.0
MRPL21,up,0.0113733681294,0.051752579,2.8301558,219927.0
ST6GAL2,down,0.011379386881,0.051752579,3.747765,84620.0
BRCA1,down,0.0113817479877,0.051752579,4.0129242,672.0
AGPHD1,up,0.0114094959492,0.051843954,4.9257089,123688.0
IDO2,down,0.0114339964689,0.051918483,2.5947678,169355.0
ACVRL1,up,0.011435534219,0.051918483,2.6211946,94.0
FAM82A1,up,0.0114378165632,0.051918483,2.710436,151393.0
CXorf58,up,0.0114434221605,0.051918483,2.1060902,254158.0
CERS5,down,0.0114484721778,0.051918483,2.1063806,91012.0
DMKN,up,0.0114485309913,0.051918483,2.2099586,93099.0
CYP19A1,up,0.0114530345437,0.051918483,5.6338455,1588.0
NR4A3,up,0.0114537402492,0.051918483,3.4844729,8013.0
CGB2,down,0.0114539964742,0.051918483,5.3609694,114336.0
SUV420H1,down,0.0114703723384,0.051981119,2.3487183,51111.0
AFF1,down,0.0114809340592,0.05200798,6.4128638,4299.0
FOXD4L1,up,0.0114814173677,0.05200798,7.019748,200350.0
GIMAP1,down,0.0114896318015,0.052033593,2.6411672,170575.0
ZNF805,up,0.0115001622314,0.052058084,2.1314224,390980.0
SGSM3,up,0.0115036638145,0.05206234,2.2128852,27352.0
HOXD11,up,0.0115183784997,0.052108242,2.8053966,3237.0
PDZD3,up,0.0115189338825,0.052108242,2.0916685,79849.0
ARFIP2,down,0.0115289285096,0.052139574,2.0000579,23647.0
MGAT5,down,0.0115329174239,0.052139574,11.4111651,4249.0
CRHR1,up,0.0115402942994,0.052144819,2.1379271,1394.0
DNAAF2,up,0.0115418721952,0.052144819,3.9489281,55172.0
MAP1B,down,0.0115470656154,0.052144819,9.3453727,4131.0
NFIB,down,0.0115477185014,0.052144819,2.2040241,4781.0
DEDD,up,0.0115494735631,0.052144819,3.1919894,9191.0
ATR,down,0.0115507283488,0.052144819,2.9907374,545.0
OCLN,up,0.0115746393832,0.052220765,5.5338134,100506658.0
FAM83A,down,0.0115772287012,0.052220855,2.3985705,84985.0
SNRK,down,0.0116116712453,0.052364592,4.3418212,54861.0
MCU,up,0.0116277203986,0.052418786,2.7417988,90550.0
DHRS3,down,0.0116288465406,0.052418786,2.7065743,9249.0
FBXO33,up,0.0116403779118,0.052447502,2.9863104,254170.0
UXT,up,0.0116477873428,0.052459948,3.4464458,8409.0
C5orf28,up,0.0116483023592,0.052459948,3.3223162,64417.0
LYPLA1,up,0.011657642221,0.052484212,3.4046606,10434.0
CCDC113,down,0.0116623966031,0.052484212,5.9967884,29070.0
TMED10,up,0.0116640188964,0.052484212,3.1095025,10972.0
IKZF1,down,0.011666725376,0.052484771,4.3248758,10320.0
UPK2,down,0.0116835850925,0.052548986,3.3292749,7379.0
CD276,up,0.0116873021742,0.052554074,3.3626586,80381.0
RASGRF2,up,0.0116923379447,0.052565089,2.2729923,5924.0
CRTAC1,up,0.0116980065228,0.052570469,5.8217821,55118.0
MCTS1,up,0.0117009996378,0.052570469,4.8653992,28985.0
NFATC2,down,0.0117012940024,0.052570469,6.5008261,4773.0
NEK4,down,0.0117099716254,0.052597828,3.2096198,6787.0
LRGUK,down,0.0117171324259,0.052618364,2.7712771,136332.0
FBXW2,up,0.0117288874509,0.052659518,4.1086248,26190.0
GDF6,down,0.0117527657312,0.05273178,3.2169631,392255.0
AP4M1,up,0.0117589165948,0.052747733,5.3533543,9179.0
ABL1,up,0.0117673599075,0.052762712,3.1974923,25.0
KCNIP4,down,0.011767447695,0.052762712,143.3769006,80333.0
TMC5,down,0.0117716299463,0.052769823,2.4058851,79838.0
C16orf73,up,0.0117834643582,0.052807081,4.1646041,254528.0
DUS3L,up,0.0117949952027,0.052816558,2.4583362,56931.0
USP46,up,0.0117961293814,0.052816558,3.0808277,64854.0
CCDC27,up,0.0118141017599,0.052864762,4.177364,148870.0
HERC6,up,0.0118153543716,0.052864762,4.9461042,55008.0
EED,up,0.0118284170187,0.05289972,4.8978548,8726.0
KLHL17,up,0.0118292361749,0.05289972,2.211742,339451.0
PPIP5K1,up,0.0118393788199,0.05293343,2.0225262,9677.0
GYS2,up,0.0118490025181,0.052950888,3.0652704,2998.0
SPTAN1,down,0.0118505392106,0.052950888,3.5920174,6709.0
DPP7,down,0.0118510992193,0.052950888,2.4064109,29952.0
AOC2,down,0.0118726769764,0.053012337,3.6472133,314.0
CEP128,up,0.0118866075548,0.053062881,3.7842653,145508.0
PDE4B,down,0.0118966243719,0.053095936,7.8892008,5142.0
GAGE2D,up,0.0119160616656,0.053166075,4.1480645,729408.0
LEPR,up,0.0119175712927,0.053166075,3.3247138,3953.0
RNF214,down,0.0119223590197,0.053175762,2.0418968,257160.0
ZFYVE19,up,0.0119257580886,0.053179253,2.8059535,84936.0
KIAA1598,up,0.0119391650809,0.053192356,6.5724119,57698.0
UROC1,up,0.0119516812423,0.053223576,2.1266541,131669.0
KRTAP4-8,down,0.0119540282495,0.053223576,7.4054284,728224.0
VPS37A,up,0.0119765617296,0.05328101,2.2773749,137492.0
DACT2,down,0.0119902182845,0.053326299,4.9937052,168002.0
BNIP1,up,0.0119995887578,0.053344629,2.7547577,662.0
ASB13,up,0.0120046302513,0.053346336,2.9979867,79754.0
SEL1L,down,0.0120257616508,0.053409446,2.2956538,6400.0
SLC18B1,up,0.012028531342,0.053409446,4.8292466,116843.0
PTPLB,up,0.0120299357342,0.053409446,2.2452447,201562.0
CEP78,up,0.0120327918319,0.053410459,3.3366929,84131.0
FZD1,up,0.0120581925001,0.053476492,3.0144818,8321.0
SMAGP,up,0.0120679225839,0.053486362,6.1192606,57228.0
OSBPL8,down,0.0120703380086,0.053486362,2.4977392,114882.0
HTRA2,up,0.0120709443018,0.053486362,2.2017084,27429.0
MRPS34,up,0.0120875968438,0.053537914,10.369352,65993.0
ZNF707,up,0.0120878469406,0.053537914,2.739379,286075.0
SPATA13,down,0.0121004848255,0.0535814,4.6186706,221178.0
MPZ,up,0.0121044176886,0.0535814,4.6687985,4359.0
